HIPNum1	HIPNum2	distance
9236	12484	8.920690
7083	3245	8.921364
5165	2937	8.923055
8886	4709	8.925690
7588	2937	8.926953
9347	9440	8.928367
7607	3478	8.937288
3821	2474	8.940340
11767	101082	8.946365
5165	5661	8.946865
4436	4911	8.950202
13531	17437	8.951103
4436	5586	8.953257
1562	2100	8.955457
4427	116962	8.955970
7607	8115	8.957965
3092	171	8.958222
13209	10296	8.961736
5447	3885	8.963325
746	4212	8.966860
9598	19222	8.967142
9640	6514	8.968325
746	117371	8.968633
4436	6813	8.975713
8796	11651	8.977042
9007	5477	8.977618
13701	16263	8.977796
4436	5034	8.982748
13209	13108	8.982909
13268	14544	8.983248
13268	16447	8.986400
9487	7243	8.987122
8886	3649	8.988049
2072	950	8.989650
7588	2789	8.990231
1067	118268	8.993273
10064	7444	8.993500
8796	5586	8.994317
677	1168	8.994911
4427	117301	8.999520
12706	15457	9.001232
8832	11698	9.001459
4427	7786	9.001877
6686	8598	9.002355
1562	117567	9.003027
3821	117133	9.004674
13531	17858	9.005827
2920	7251	9.006060
7588	11102	9.007892
5348	2578	9.010481
3821	116912	9.010529
3179	116962	9.014635
6537	9372	9.015521
8645	6687	9.016856
13209	14838	9.018287
10602	6952	9.024087
13701	16537	9.026087
9347	6427	9.026296
5348	2484	9.027606
13209	13654	9.028899
13701	12530	9.032380
5348	2487	9.032699
6686	2854	9.032751
3821	7593	9.033063
1067	116611	9.036068
5348	9022	9.036679
6686	9009	9.038950
2072	1195	9.039143
4427	118243	9.041320
5364	3193	9.042439
8886	4383	9.043992
4436	5434	9.046979
10064	10053	9.047443
9640	9570	9.047457
2920	2599	9.049551
9640	8068	9.049946
3092	1366	9.051493
7083	4829	9.053421
13268	13339	9.054883
9884	7359	9.056032
746	5336	9.056497
1562	602	9.056547
1562	417	9.056740
10064	10203	9.057371
3821	8704	9.057931
5165	1502	9.061544
14328	18212	9.061610
9007	5862	9.063699
10602	14749	9.066300
8886	15309	9.067688
5348	3807	9.073868
6686	4446	9.074253
4436	5679	9.074785
9640	12690	9.075024
4427	8847	9.076538
10064	7513	9.079430
7083	7387	9.085889
2021	5896	9.089979
8102	9562	9.091739
3821	2707	9.093048
8886	11174	9.093476
8903	10446	9.093516
7083	3903	9.095193
3179	8046	9.095544
9007	12611	9.098121
746	6093	9.099586
1562	4346	9.099711
13268	16424	9.100398
8903	11698	9.102631
14135	11791	9.104614
2081	107	9.105905
5447	3031	9.106470
5165	7978	9.107292
6537	9237	9.109299
6686	11174	9.109436
5348	6952	9.110234
5348	9236	9.111364
9007	8882	9.115935
9007	13518	9.115956
746	4572	9.118744
8102	8209	9.122594
13531	16499	9.124640
3821	8847	9.127856
14328	19172	9.131758
8886	2599	9.133523
746	113684	9.136490
2021	15201	9.136893
8886	2474	9.138468
10064	9621	9.139947
1562	696	9.144390
5348	2383	9.146620
2920	3919	9.152146
2920	6686	9.152349
4436	1302	9.153207
9487	12318	9.153363
13268	8148	9.153795
14135	14439	9.154072
13847	16339	9.156360
2920	3604	9.157585
2920	5688	9.159007
13209	10053	9.160033
7083	7443	9.161907
6537	8102	9.170660
7083	5477	9.172520
8102	8143	9.172739
4427	4023	9.172894
13847	17351	9.176163
2920	6087	9.179790
3821	4298	9.179790
4427	8704	9.181565
13531	16712	9.186179
4436	1657	9.191175
14135	16511	9.194566
7588	9318	9.198450
3821	116962	9.199358
7588	12484	9.199970
7097	7007	9.207513
8645	10854	9.207777
7588	4879	9.208735
9640	11465	9.208929
13847	10096	9.209073
9884	12719	9.211802
13531	17358	9.212847
14328	9505	9.216988
5165	3456	9.217445
12706	12832	9.219082
1067	3685	9.221338
5447	8930	9.222303
8796	5544	9.222818
677	3885	9.226549
6686	2505	9.227517
746	6242	9.229462
13268	8115	9.231796
7083	7506	9.233687
14135	14821	9.234808
1562	2787	9.235662
8886	9505	9.237438
746	106	9.237639
14328	9990	9.238171
2021	110618	9.241405
4427	3965	9.242974
1562	3175	9.246062
7607	3300	9.246341
1067	117927	9.246815
7083	2802	9.247011
8102	8664	9.250416
2920	117956	9.251909
9007	8983	9.252113
9487	7362	9.257313
8102	11033	9.258872
677	1686	9.264482
8102	7276	9.265342
13531	8847	9.265736
9236	15330	9.267425
5364	2846	9.270038
10064	10340	9.271281
746	5542	9.272679
9347	9655	9.272814
765	4890	9.274825
4427	118077	9.276727
2081	116602	9.277251
5447	4675	9.277334
7607	3414	9.278075
9640	10559	9.278555
10602	8957	9.280046
3179	5589	9.280249
7588	3949	9.280879
1562	983	9.283472
13847	11407	9.283709
7097	10050	9.285890
13209	15204	9.286945
3419	6427	9.288416
3179	1372	9.296226
8832	11578	9.296692
765	115272	9.297440
2920	7786	9.300803
10064	9859	9.301236
10064	10540	9.301284
13209	15416	9.301299
5165	3356	9.301775
9236	3352	9.301921
14135	16846	9.302915
11767	5412	9.303412
13701	16341	9.304018
2081	2210	9.304472
7097	5824	9.307610
9236	3330	9.307889
3092	6315	9.308244
2072	117315	9.313323
3821	8362	9.315753
5364	7362	9.315930
8102	6539	9.318131
5364	3175	9.318289
8886	15520	9.320884
9236	15371	9.322009
11767	45097	9.324944
1562	301	9.328354
9598	13055	9.328436
7588	11479	9.330795
1562	4371	9.333235
11767	105727	9.333757
5165	8241	9.334030
9640	8771	9.336172
13268	14791	9.336609
746	5589	9.336690
5364	5833	9.337731
7083	11407	9.339911
10064	7918	9.341548
5447	7918	9.348028
7607	7617	9.349439
14328	10924	9.349636
13209	13702	9.356186
5348	6631	9.357303
12706	12153	9.358374
5364	3717	9.361163
4427	9990	9.363922
2081	5862	9.366658
8903	11670	9.367615
746	113561	9.374270
8796	11670	9.374806
2072	116389	9.376665
3179	8020	9.378677
765	114921	9.378957
746	114924	9.381857
13209	15627	9.382813
3092	34	9.384144
9007	7921	9.385796
5447	5993	9.386096
14135	12832	9.388784
12706	10324	9.390534
9598	15309	9.392522
14135	16852	9.394432
2081	116737	9.395623
9487	8230	9.395661
11767	5947	9.396434
2021	111196	9.398934
9598	13700	9.400140
12706	10234	9.401325
11767	56253	9.407434
2920	2900	9.408377
9598	117712	9.415470
13209	10220	9.416094
5165	2789	9.419637
3092	3138	9.423482
2920	330	9.423878
11767	102599	9.425614
9487	12114	9.426140
5447	9001	9.426212
14135	17103	9.431422
3179	967	9.437330
8886	13178	9.437570
9487	6717	9.440351
2081	116389	9.440648
13531	9222	9.441520
13531	8704	9.443355
12706	15619	9.446177
11767	108133	9.456712
2920	7617	9.457685
2920	7294	9.458098
13209	14586	9.458964
8645	5799	9.459378
10064	13490	9.461921
9598	3299	9.462763
9884	11432	9.469064
14328	10819	9.469737
13701	16677	9.470890
10064	6512	9.471340
7588	5992	9.472213
5447	9021	9.472291
9487	12022	9.472528
10064	9983	9.474010
1067	2548	9.474109
9598	5566	9.474122
3092	6193	9.475066
8796	10306	9.475935
12706	10305	9.476973
10602	12413	9.477448
8886	7650	9.478573
2081	655	9.480347
9884	7447	9.480842
4436	7918	9.480886
2920	116709	9.482248
3419	343	9.484364
10602	7115	9.488466
5165	9007	9.488809
4427	117299	9.492232
13531	8771	9.496131
2021	113137	9.496538
3092	5550	9.498060
9007	11043	9.499995
6867	10832	9.501024
3179	6312	9.501100
6867	9007	9.502414
2021	112694	9.505845
4436	4510	9.509776
9007	4829	9.511402
5364	6427	9.513051
3419	301	9.513961
14328	19400	9.520944
9598	2707	9.520988
3179	3414	9.523651
7607	5240	9.523735
3821	9220	9.530247
9884	6669	9.531555
6686	8771	9.534598
3419	636	9.535137
2021	16290	9.535546
14135	11484	9.537072
765	3356	9.539696
3179	116991	9.540990
13209	10559	9.542278
8645	10305	9.545147
9598	15520	9.547767
9487	9295	9.553084
3821	3504	9.553190
9640	6087	9.553262
7607	4903	9.554596
7083	2711	9.555150
8645	9862	9.557721
5165	8882	9.560564
13531	15338	9.563075
9884	7740	9.563801
5364	8143	9.565090
12706	10212	9.566921
4436	7825	9.573087
13847	9951	9.573402
11767	10309	9.575285
13847	13363	9.576402
6686	695	9.578547
8903	10793	9.579782
13209	12784	9.585978
9007	11258	9.586002
14328	10562	9.587527
677	116824	9.587744
677	116187	9.591062
3419	873	9.592955
9347	11783	9.593167
13847	10111	9.596019
8102	11108	9.598533
9007	9313	9.598919
3821	7050	9.600221
8796	12160	9.602452
3419	4257	9.604594
12706	10854	9.607048
7097	4267	9.607325
2920	2225	9.608210
3092	3093	9.610555
7588	8552	9.611328
3179	3299	9.612010
13268	7963	9.612888
13268	8771	9.613215
8796	7981	9.613582
9640	13339	9.618015
4436	7943	9.619001
10064	6514	9.622268
13268	8598	9.622854
3419	5121	9.623368
7607	3604	9.626542
9640	11840	9.627214
4436	3478	9.627905
9884	13121	9.627917
765	115537	9.628931
13209	10670	9.629069
2081	3949	9.630214
8903	7535	9.630671
2920	116876	9.632890
7607	6093	9.633712
746	112998	9.634939
3179	115990	9.636985
11767	5626	9.637236
5165	2240	9.639183
13268	15890	9.640097
9598	14791	9.647355
9487	11603	9.647390
2021	106320	9.648533
7083	9951	9.652551
14328	13036	9.656521
746	3965	9.656705
746	4023	9.656748
13701	15383	9.660166
7607	3083	9.662176
13209	11784	9.663048
9487	12387	9.666560
6867	3456	9.667152
9487	11249	9.668857
8903	11415	9.669439
746	6486	9.669816
13847	10035	9.673009
8796	8159	9.673440
10602	10832	9.676483
14135	12247	9.682640
746	116709	9.683378
13531	8598	9.683518
13268	10562	9.684962
13209	13257	9.688662
8903	7906	9.691538
8886	2876	9.693696
746	6686	9.694541
6686	10361	9.696007
11767	760	9.696630
4436	699	9.700978
5165	9085	9.703197
12706	15383	9.704332
4427	4844	9.713021
5447	7825	9.715644
14328	15338	9.717461
9640	5650	9.720726
6867	9085	9.721624
7607	7251	9.722496
765	2937	9.725082
13209	15876	9.727336
5447	5650	9.731812
7607	11174	9.736102
4436	6087	9.736935
11767	58545	9.738072
10602	9951	9.738112
9487	11427	9.738800
12706	9827	9.738973
9598	14844	9.741903
7083	3137	9.741931
9640	13254	9.749272
9640	7147	9.751218
9598	18067	9.751996
765	3456	9.752064
7588	12225	9.753367
13268	10924	9.754476
6537	4801	9.755251
7607	6486	9.758164
677	1366	9.758903
14328	16516	9.764203
10602	8882	9.766653
13268	17296	9.767264
6686	4844	9.770824
4427	1921	9.772161
5348	5862	9.773610
10602	8983	9.776284
8796	11840	9.776484
13209	9859	9.779750
13209	16181	9.780457
9347	9237	9.781384
6686	12239	9.783426
4427	117265	9.784922
13531	8714	9.785135
14135	11603	9.786641
3179	4911	9.788028
13847	17298	9.789673
6867	11043	9.790774
746	5251	9.792613
8645	11348	9.793202
14328	17475	9.793597
13209	13165	9.797497
13268	10819	9.797924
9598	19730	9.801992
3419	5164	9.803994
9236	9085	9.806572
8903	8588	9.806589
3821	1639	9.807160
4427	3801	9.809909
765	3527	9.810085
14328	12768	9.811681
7083	2472	9.813821
9598	760	9.814954
13531	14626	9.816418
13531	17342	9.817347
9236	2889	9.819400
1067	116768	9.819550
3419	238	9.819802
9236	3170	9.829715
9640	12777	9.831191
5364	4147	9.832588
746	3300	9.833768
765	5165	9.835143
13701	11348	9.835460
8886	15890	9.838396
1562	116853	9.839461
14328	18396	9.848343
3821	8886	9.849293
9640	8598	9.850288
765	115713	9.852450
13531	18453	9.852626
9640	12086	9.854391
11767	14417	9.854412
9487	6868	9.857960
2021	16827	9.859008
2072	116097	9.860039
3092	5742	9.864141
9884	9570	9.865022
5348	8552	9.866486
677	115806	9.866655
6686	8068	9.870308
8645	10234	9.870368
6686	418	9.870733
3419	5364	9.878674
7083	2937	9.878885
6686	4023	9.886635
6867	3356	9.886942
7607	11060	9.887835
3821	207	9.890043
746	112864	9.890901
9598	2474	9.892815
13531	18217	9.895163
8832	5778	9.899147
5165	9459	9.899907
1562	117375	9.900466
13268	16340	9.902596
8886	3334	9.903917
9487	6432	9.904540
11767	51883	9.904871
4436	7719	9.905127
7588	2578	9.906211
10602	9313	9.907200
7083	8641	9.908702
5364	7597	9.909878
677	115591	9.913031
9487	10642	9.913672
13701	11791	9.915231
6537	6432	9.915799
9640	5493	9.916323
2920	4675	9.916817
13209	15737	9.919211
13209	10644	9.920096
3092	6512	9.922268
4427	10379	9.925334
9487	12148	9.926942
7097	4558	9.927071
13701	11261	9.928056
2081	5661	9.928987
4436	3031	9.929476
12706	14819	9.932068
746	3801	9.936444
1562	3576	9.937615
10064	13061	9.938628
677	3693	9.942683
9007	9951	9.945859
6686	11569	9.947081
9640	11651	9.948539
9640	6140	9.957763
5447	8814	9.957916
9007	8320	9.959618
7607	6242	9.961550
8886	12273	9.965357
9007	9236	9.968332
8886	7786	9.968769
8796	12200	9.971014
8796	5319	9.972332
6686	3641	9.973878
6686	330	9.974962
13268	12239	9.974963
3821	3478	9.975752
6867	3949	9.975861
13268	8046	9.977351
9347	6589	9.978365
14328	19018	9.978958
765	2789	9.979085
10602	14930	9.980212
9487	8664	9.982310
6686	3965	9.984563
13268	16335	9.988352
8645	6605	9.989132
7588	2484	9.991128
7588	2487	9.993157
13701	16780	9.997911
13268	17772	10.002845
5447	1686	10.002862
2920	695	10.004123
1562	4587	10.004274
2920	1009	10.004731
8102	10396	10.007431
3419	560	10.008272
6686	531	10.008977
14328	19167	10.010394
1562	2086	10.011916
10064	7825	10.012210
4427	10227	10.017821
7607	7963	10.019512
7097	10328	10.023188
4436	3504	10.023878
8832	5571	10.024525
8886	10115	10.031833
10064	10535	10.033078
7097	8993	10.033274
3179	2474	10.039195
11767	62170	10.041005
3179	4572	10.041306
9884	9533	10.044617
6686	7078	10.044694
746	6312	10.046493
14328	10403	10.046863
14135	16322	10.050105
6537	3849	10.050132
9884	6714	10.053743
9236	2578	10.055786
13701	12843	10.056658
9640	13176	10.062646
7083	2383	10.065448
13209	13176	10.066536
5364	6226	10.067041
9236	15353	10.069062
3821	117430	10.070587
9347	10320	10.071266
8796	5742	10.073569
7083	10871	10.074718
13701	10642	10.080656
3419	5296	10.080921
5447	3919	10.081292
9884	10559	10.081518
13268	18488	10.081834
13268	7617	10.081895
6537	8688	10.084573
9884	8433	10.084698
8903	5571	10.085445
2920	8148	10.087499
13268	8714	10.088963
9884	6981	10.091318
5364	8497	10.091436
9487	12447	10.094964
9640	8433	10.097205
5348	10871	10.098591
3419	6589	10.099077
3179	8704	10.100026
8645	10826	10.100029
5348	3245	10.103336
13531	16516	10.104730
14135	15850	10.108619
8102	11348	10.112792
13268	16470	10.113837
8886	5542	10.115690
6537	3455	10.118800
2920	8115	10.122953
4427	9009	10.124638
10064	13905	10.125371
5348	50	10.126294
8796	11578	10.127616
11767	32439	10.129270
2072	118234	10.130015
13268	10403	10.131272
7097	5742	10.131641
9007	4890	10.131904
4436	1123	10.135353
9884	8086	10.135528
13847	17797	10.136433
1562	117494	10.137585
14328	10814	10.137973
6686	8714	10.140021
746	4998	10.141503
13701	12387	10.145801
8796	10176	10.145835
8903	5742	10.154720
7097	7884	10.156332
9598	17585	10.158055
3092	1193	10.159402
2081	2711	10.160926
5447	5494	10.163590
13209	15870	10.170906
8796	6514	10.172707
4427	7078	10.173533
2021	113969	10.174952
1562	1170	10.175303
7083	2256	10.175594
9598	14502	10.177424
13268	17587	10.178736
4436	4298	10.183605
5447	2355	10.184201
9236	2487	10.190858
5447	6411	10.191100
3419	4363	10.191757
9236	2484	10.192626
2920	7963	10.193178
4427	116912	10.193379
8102	4801	10.194079
12706	15807	10.195372
13701	10854	10.195880
4436	8423	10.198078
9007	3949	10.200744
13209	14514	10.205608
8886	9586	10.209761
8102	8230	10.215030
7097	4906	10.215217
7097	10155	10.216036
6686	274	10.216381
5447	8922	10.217304
9487	12272	10.219647
11767	64437	10.223890
6537	3552	10.230495
7083	11925	10.231923
8102	6564	10.233405
4427	117371	10.233600
5348	4879	10.233734
7588	11925	10.233749
14135	14456	10.234178
2081	116097	10.236829
1562	1402	10.237338
13531	18212	10.237640
3179	2707	10.237836
11767	25110	10.239923
3179	8847	10.241720
8102	6971	10.243355
9598	116714	10.247513
7607	10633	10.248225
9236	14930	10.248250
677	116264	10.251390
10064	12719	10.258549
6686	518	10.260117
14328	17584	10.264174
5447	3604	10.268873
7083	3521	10.269462
8645	5485	10.269510
5364	8230	10.270389
5165	522	10.272586
4427	4709	10.273318
9236	4293	10.273349
9347	8480	10.277183
13268	15309	10.283560
7588	9095	10.283869
2021	17328	10.284427
9640	13490	10.285089
8796	8832	10.285481
10064	6794	10.287009
2072	115907	10.288577
5364	8094	10.292863
5348	10138	10.293230
6686	124	10.294071
7588	2711	10.296284
8903	6193	10.297848
8903	10280	10.299774
7083	2789	10.301671
3821	302	10.302329
5165	4829	10.302703
3179	5434	10.302743
2920	5650	10.302848
7607	10227	10.304691
13268	7786	10.306743
8832	5454	10.306967
6867	2802	10.308556
9640	5317	10.309112
9487	12706	10.310025
5348	798	10.312569
746	1639	10.313780
4436	1009	10.317136
8102	10069	10.317958
8832	11843	10.320735
9884	6732	10.323231
2072	50	10.324568
8832	8198	10.325522
2021	115836	10.326054
13268	9573	10.326906
7097	3810	10.329568
1067	716	10.330052
8796	5494	10.330934
4436	2355	10.331849
12706	15800	10.333915
7097	9153	10.335466
5364	6429	10.335472
9347	7463	10.337143
4427	10438	10.341770
13268	9222	10.343349
14328	18488	10.343612
9236	10602	10.344706
765	114421	10.345403
8903	12332	10.345867
5348	7115	10.347271
13268	8020	10.350457
10602	10440	10.350962
10064	12489	10.352295
10064	13832	10.353205
6867	10138	10.355353
9598	116728	10.357423
5447	6813	10.357681
13209	10732	10.359227
9236	3405	10.361215
8886	1960	10.363940
2920	115990	10.364028
677	2568	10.367932
3092	4558	10.368860
677	115355	10.372615
9487	6429	10.373576
8796	12086	10.374222
4436	7651	10.374383
13268	15520	10.374864
5364	8102	10.377562
13209	16664	10.380715
9884	11843	10.383203
13268	19018	10.383654
2081	117315	10.384538
9884	13209	10.385023
9487	12530	10.386526
8796	5175	10.386779
9884	12784	10.387978
746	112635	10.393668
677	116781	10.399923
677	115271	10.402608
11767	92040	10.406833
13209	10306	10.407249
4427	3300	10.407495
10064	13775	10.407499
13268	16826	10.409998
3821	115990	10.410049
8832	11670	10.415922
9236	12225	10.419334
11767	84769	10.422403
9598	116727	10.423197
765	116231	10.427057
5447	1473	10.427129
8645	11033	10.429373
5447	7719	10.430346
14135	15230	10.430639
9347	6670	10.432255
2920	63	10.433419
3092	3881	10.434349
7607	3544	10.435111
3179	117430	10.435378
13209	9621	10.436811
8645	6283	10.437558
746	116876	10.437664
2920	117447	10.440006
10602	7921	10.440589
3092	6140	10.441872
9884	12160	10.444837
9884	6706	10.446490
6537	4147	10.449597
13847	13768	10.451560
677	3138	10.452494
7588	13141	10.453266
9236	14547	10.453321
8645	9631	10.455121
1067	4382	10.455695
13268	17891	10.457757
13531	15648	10.458884
11767	39538	10.459059
4436	1493	10.461044
9640	13257	10.462206
11767	88136	10.464067
9487	8143	10.464228
1067	2926	10.465652
3821	117551	10.466045
5447	1657	10.466693
11767	88127	10.467545
4436	6999	10.468260
6686	2497	10.468349
5447	4501	10.469425
14328	8847	10.472199
8886	13268	10.472809
9640	12982	10.473779
5165	3277	10.475791
5348	118234	10.478740
9640	13949	10.480565
3821	9990	10.485535
9598	3951	10.487961
8886	10350	10.489765
14135	12153	10.489990
8796	11784	10.491639
12706	9589	10.491757
8903	12189	10.492418
9347	11918	10.495687
13209	12072	10.496095
2920	3951	10.496628
2072	3527	10.497528
12706	9631	10.497566
12706	9809	10.498220
3821	106	10.501466
13701	10396	10.504299
7588	12871	10.505277
9640	13713	10.506432
13701	16779	10.506621
677	3093	10.509272
10064	6140	10.510288
8886	5336	10.511707
7083	3277	10.513033
7588	3330	10.516420
13701	16989	10.516764
3092	6702	10.517756
13209	11698	10.520450
1562	1421	10.520518
2072	6595	10.521067
765	115054	10.528272
4427	2628	10.528374
8886	2377	10.529098
746	115088	10.529534
13209	16168	10.531122
8886	12692	10.531601
6686	8016	10.532133
10602	15305	10.534598
2920	1501	10.537665
13531	17475	10.538681
14328	15648	10.540254
5364	2337	10.543811
10602	14240	10.545067
5364	8645	10.546954
9007	10832	10.547213
2072	5661	10.548756
6537	9655	10.551788
765	114937	10.553159
7588	6952	10.554909
14328	14502	10.556075
2920	117340	10.557203
8832	10446	10.557232
4436	365	10.558742
3179	207	10.561483
677	2213	10.561576
8796	5034	10.562477
746	112508	10.566743
7607	5361	10.570532
12706	9706	10.571483
6537	3559	10.571689
11767	6522	10.572408
8102	11029	10.573041
9884	6492	10.573980
8903	5454	10.574019
5364	2762	10.574530
9236	16245	10.577754
8796	6140	10.577812
7083	11043	10.579292
14135	15203	10.579508
14135	14124	10.584323
14135	11427	10.589730
13847	13518	10.591393
13847	17734	10.591515
7588	8928	10.593112
7588	12775	10.594855
1067	118131	10.597320
2920	116962	10.599223
4436	5772	10.600164
2021	110668	10.602942
3419	1096	10.603349
6537	3436	10.604367
8886	2628	10.605204
677	117718	10.607256
2920	7493	10.609056
4427	117133	10.611043
6867	8241	10.614473
6686	3801	10.615100
2081	115907	10.616089
5348	2889	10.618848
4436	1630	10.618855
9884	10670	10.619183
7607	7294	10.620344
13268	10814	10.623349
765	950	10.623419
3821	8598	10.626746
8832	5742	10.628492
3821	379	10.628703
14135	16095	10.629717
10602	15884	10.632120
3092	1575	10.636511
10064	13997	10.636560
3419	6670	10.636755
5165	9313	10.638933
11767	95167	10.641808
3821	4911	10.647327
1562	116971	10.648897
2920	274	10.648946
3092	6776	10.648951
7097	7874	10.650098
677	4366	10.651990
14328	19949	10.652309
7083	10096	10.652404
1067	4267	10.653835
3821	8068	10.654813
13531	9163	10.655080
677	115389	10.657516
2920	8068	10.660794
9640	13462	10.663454
6537	9622	10.664809
4427	6685	10.666920
14328	19823	10.668130
5364	7999	10.669059
6686	43	10.670150
3092	2568	10.674823
9640	13879	10.676550
2072	2210	10.677976
8645	9326	10.678011
6867	7978	10.678187
8903	5778	10.679123
3821	9505	10.683225
13847	18262	10.685158
677	115915	10.686891
9347	8497	10.688222
9347	7916	10.690076
9640	6702	10.695866
2072	730	10.696373
746	114162	10.697193
5348	3330	10.699157
4427	10718	10.700113
9598	15890	10.702190
7607	11279	10.703434
6867	11231	10.704169
13701	17057	10.706752
10602	10096	10.707892
14328	8704	10.709110
7607	11090	10.709228
7607	10729	10.711143
9487	9533	10.713781
746	3083	10.714099
5447	2583	10.722722
4427	9505	10.722942
9640	6776	10.723153
13268	7251	10.727051
9598	19129	10.727283
5165	8641	10.728999
14135	11021	10.730349
13268	9564	10.730751
9598	9220	10.733501
7588	2889	10.734614
4427	1415	10.734966
13268	9312	10.739457
5364	6717	10.744395
6686	6685	10.744605
3179	7593	10.746906
2072	655	10.747150
13209	12287	10.750645
10064	11670	10.752646
8102	7016	10.753340
9347	11345	10.757398
10602	11231	10.761300
14135	17120	10.766901
8645	5296	10.768148
8796	12489	10.768994
5165	7886	10.770341
9640	12990	10.770647
7607	12690	10.770949
8102	5296	10.771122
12706	9353	10.771371
8903	11843	10.773052
2021	101843	10.773281
13268	7294	10.776427
13268	16252	10.781729
3179	6087	10.784186
8102	11345	10.786776
7607	9990	10.788626
9598	19461	10.789554
5348	10602	10.790287
7588	11293	10.792234
3419	1099	10.793969
9884	13061	10.796731
6537	4979	10.796900
3179	115395	10.797574
8832	5310	10.800755
13209	13448	10.802653
677	4510	10.803258
3092	118131	10.804073
746	7294	10.806787
8102	5799	10.807080
12706	14124	10.808580
9640	5434	10.809578
13531	14887	10.811160
5165	7751	10.817249
3821	9312	10.818365
2081	6595	10.822207
3821	3414	10.824200
13531	15118	10.827456
8886	3750	10.827507
7097	3632	10.829200
13531	19172	10.829940
9487	12247	10.830374
10064	13879	10.831211
11767	111056	10.831869
6867	5042	10.833386
8796	10155	10.836423
7607	11020	10.836436
7588	13387	10.838665
1562	117887	10.839018
10064	10296	10.840127
2920	1302	10.840546
13531	8148	10.840966
13847	17874	10.842962
13847	12653	10.845596
7607	8423	10.848173
8102	5485	10.849532
9640	10361	10.849629
2021	104043	10.849831
14328	17296	10.850941
2021	114367	10.854847
9347	9094	10.856947
13209	9836	10.862079
8645	9589	10.862698
9236	10138	10.865111
2072	2937	10.865129
1562	2006	10.866113
9487	6605	10.866690
5447	2900	10.869264
7607	12777	10.869354
4427	10729	10.869975
2920	7607	10.871747
746	113864	10.877181
2920	6999	10.878298
9236	12775	10.878410
14328	13700	10.878473
11767	110787	10.879417
677	729	10.879491
765	115510	10.880186
1562	3419	10.880819
2081	6592	10.883231
4436	3885	10.883847
13531	10340	10.886118
9640	8086	10.889998
9598	3132	10.890958
9236	8240	10.893822
765	1195	10.894380
9347	12843	10.895067
13847	12288	10.895095
14328	19412	10.895273
9347	12964	10.895910
8886	10361	10.897468
765	114775	10.900095
6537	6427	10.904146
9640	10220	10.906466
8102	11381	10.907770
8832	11415	10.910407
8903	5310	10.910898
5447	1366	10.915377
746	7251	10.915409
746	4446	10.915543
1067	4520	10.915790
9007	10440	10.916602
3179	116709	10.919224
3419	1191	10.919520
1067	116307	10.919752
5348	9095	10.919814
2920	8704	10.922795
8832	12332	10.922978
746	3641	10.930678
9640	13832	10.930975
4427	10633	10.931067
6537	5315	10.932787
9007	3527	10.933223
5447	8796	10.936905
8645	9347	10.937136
6686	118116	10.939738
2021	115062	10.939818
8796	12189	10.940923
746	112324	10.941226
8832	5483	10.946572
1562	116428	10.946815
4427	8016	10.947219
3092	117500	10.951499
13701	10826	10.953986
13701	14315	10.954293
10602	8320	10.954478
3821	10227	10.954835
9884	13108	10.956438
13847	15024	10.958426
8645	12002	10.958456
1067	115919	10.963390
3821	1372	10.964972
2072	6592	10.968049
13531	18396	10.968538
6686	1982	10.968971
7083	10440	10.969844
12706	14764	10.974131
9884	10644	10.975948
9487	12862	10.975961
13268	17437	10.979467
6867	2388	10.980690
14135	17563	10.981885
8903	6315	10.981922
9598	20039	10.981930
7083	12225	10.983142
12706	14456	10.984323
6686	13665	10.985196
9236	11102	10.987650
13847	11524	10.988503
8832	7819	10.989788
6686	207	10.991842
13531	17584	10.993097
5165	5477	10.993112
4436	6315	10.993909
3821	4446	10.994193
4436	1208	10.994608
7083	3405	10.999143
8832	10793	10.999813
4436	8044	11.002326
9007	10096	11.002805
765	114382	11.003341
3179	8068	11.003425
2920	531	11.003638
746	967	11.005086
13847	17534	11.007373
7607	10718	11.008670
4427	115590	11.010708
3821	5434	11.011335
2021	20297	11.014526
2021	101427	11.020722
3821	9573	11.020796
8645	9827	11.023048
13268	19172	11.024280
3179	4501	11.024958
8796	4889	11.025613
3419	118178	11.026755
5348	6595	11.029772
1067	116918	11.031976
13531	8115	11.033530
2920	117221	11.036161
10064	7719	11.037640
9347	13008	11.040025
3179	302	11.040431
3419	4346	11.041029
5165	7213	11.041244
2021	100697	11.041905
14328	19983	11.042833
7097	9836	11.043386
9640	13965	11.043845
13268	18505	11.044495
3179	8362	11.044827
2081	1288	11.045654
6686	4709	11.046120
8645	11783	11.050997
9487	6226	11.052695
13701	17027	11.055867
13209	13254	11.058852
10064	7874	11.060309
8645	11108	11.063839
7097	9809	11.066354
5447	1575	11.067279
13701	15411	11.067292
9236	3277	11.068074
5447	5742	11.070777
11767	71196	11.075441
4436	4786	11.076726
9487	6061	11.077361
9640	5550	11.078946
746	4844	11.079681
8102	5164	11.079863
13209	13997	11.080185
13531	7786	11.081156
4436	394	11.083965
8832	7906	11.084995
3092	5131	11.088614
7083	10832	11.090028
2920	5993	11.090169
1562	116591	11.090189
7607	2854	11.091163
7083	7886	11.092976
6686	13347	11.093332
746	112731	11.094312
13209	12305	11.094804
3092	5132	11.096763
13531	8068	11.097736
8102	5121	11.098042
13268	18453	11.098765
5165	88	11.100152
10602	6595	11.100260
2920	6411	11.100322
4436	8814	11.101073
