HIPNum1	HIPNum2	distance
6537	8209	17.639672
765	111594	17.641311
8796	10814	17.642233
3821	14502	17.642341
13209	18170	17.642927
4436	3093	17.649894
2021	13884	17.650331
3092	7359	17.651136
8102	13197	17.651487
3179	7513	17.652013
3179	12686	17.652792
8832	14376	17.652865
8886	10054	17.653113
7607	14576	17.654187
7097	10280	17.654314
8796	13165	17.654474
1562	3760	17.654727
5364	9827	17.655135
9640	13347	17.655444
8796	5650	17.657420
7097	12148	17.657752
746	5317	17.658642
12706	7597	17.659628
746	107374	17.660062
8886	760	17.660398
11767	63822	17.660582
13268	23380	17.660931
6867	117880	17.662694
3179	115261	17.663723
13531	7444	17.663790
13531	4292	17.664530
7607	15988	17.664940
10602	5661	17.665776
8886	15444	17.666878
14135	15627	17.667426
13847	6592	17.669663
9487	3992	17.670580
3092	2832	17.671472
13209	11249	17.671843
677	114081	17.673057
13209	15338	17.673892
11767	89937	17.675134
1067	664	17.675256
5364	7884	17.675424
5165	115510	17.677027
13209	9533	17.677744
9236	2472	17.678324
1562	1196	17.679600
8832	14586	17.680089
13531	4440	17.681893
9236	1706	17.683714
7588	115756	17.683725
2072	4563	17.685163
7083	13847	17.685221
2081	2941	17.686777
3092	4520	17.689232
3092	115280	17.690768
9487	4147	17.691632
10064	6714	17.692218
2081	113638	17.692951
3419	117931	17.692961
5447	10535	17.693345
1562	115438	17.696577
5165	115272	17.697666
13531	5993	17.702053
6867	6971	17.702624
9884	15737	17.703073
7097	4889	17.707185
7607	11651	17.707239
5348	115062	17.707640
6686	1296	17.708184
12706	9094	17.708889
13531	13328	17.709425
13847	6595	17.710695
6686	16599	17.711204
12706	8143	17.711895
8796	13949	17.712926
3821	1086	17.714176
9236	11757	17.714645
746	109205	17.716019
3419	9061	17.716631
10064	6492	17.716646
3092	7981	17.718079
5348	10832	17.719913
12706	16537	17.719948
10064	15004	17.720566
3821	1575	17.721594
6867	3170	17.722177
13209	19038	17.723647
2021	106818	17.724045
5165	8480	17.725436
8886	113864	17.725925
5364	3697	17.726945
7083	13387	17.728208
13268	8922	17.728672
10602	18401	17.730525
3821	10814	17.730928
7083	12871	17.732485
765	111043	17.733351
13847	7189	17.734984
5364	10305	17.741698
5364	10234	17.741916
7607	15338	17.744317
7588	15305	17.745476
3419	117420	17.745872
13701	8230	17.747607
8102	11046	17.748101
4436	5571	17.749217
2021	111310	17.750176
9236	15305	17.752391
9640	13209	17.754645
7607	117863	17.756422
3179	110919	17.757834
13701	15125	17.757974
9236	6595	17.758574
765	761	17.759502
8796	3231	17.760416
12706	10732	17.760861
5447	10296	17.760993
8903	9353	17.761800
10064	10050	17.763136
8886	4911	17.763947
746	113750	17.764882
3419	635	17.765117
9884	15191	17.765485
3092	116805	17.767785
3092	116307	17.767844
677	115261	17.768557
3821	14626	17.769047
4427	13531	17.769308
746	107418	17.771582
765	7588	17.772512
9007	798	17.773942
6686	116714	17.774724
13531	22854	17.777035
6537	2006	17.777496
7097	8433	17.778666
13531	18565	17.780173
5447	8903	17.781846
9598	19018	17.781978
13701	15700	17.783965
677	113371	17.784257
1067	635	17.784439
5348	10440	17.784770
2081	7118	17.785086
7097	10723	17.786033
13701	18788	17.786213
8645	14168	17.786237
6686	7918	17.788951
12706	12562	17.790270
5348	117105	17.790631
7097	5175	17.791918
8102	3056	17.793793
5165	7463	17.794312
9884	5204	17.795875
3821	6794	17.796363
3419	664	17.797412
14328	12982	17.797666
2081	9007	17.798723
8796	15154	17.799624
12706	13834	17.800851
2920	115065	17.802138
9007	17493	17.802426
5364	5737	17.803683
9598	12692	17.804154
13268	5434	17.804184
5165	11258	17.804310
10602	3521	17.804798
2081	113860	17.805652
5364	5743	17.806994
3092	1772	17.808709
1067	1657	17.809530
9598	115590	17.810745
746	1296	17.811250
2081	113957	17.811961
1562	6429	17.813031
8796	2475	17.813059
5348	113957	17.813329
8796	2926	17.814862
1562	194	17.815674
9487	8159	17.815810
13531	5589	17.816838
7607	43	17.820503
9236	21253	17.820672
6537	12107	17.820908
4427	6711	17.821299
14328	4962	17.823003
10602	11477	17.823759
9487	5778	17.824130
13701	13954	17.824315
6686	17854	17.825082
13209	8814	17.826442
8886	20456	17.826527
8796	7535	17.828217
5447	6981	17.831149
13268	21972	17.831274
7588	115620	17.831842
9236	18275	17.831881
9236	10111	17.832703
14135	17395	17.834114
4427	113501	17.834714
13268	13997	17.834788
746	108165	17.835008
8832	8930	17.837181
2072	117860	17.837441
11767	116380	17.837593
2920	10814	17.838445
2072	1096	17.839106
13268	8814	17.840557
5447	12287	17.840735
3179	10924	17.841568
9236	50	17.841992
5165	6631	17.842607
2021	3170	17.842670
6686	116709	17.842682
13531	22720	17.843056
5364	4363	17.843812
9598	102208	17.845019
14135	10396	17.845043
14328	5021	17.847728
8645	13288	17.851321
3092	9570	17.852556
9007	118234	17.852903
7083	14913	17.853278
4427	1501	17.854213
8796	12768	17.854855
8832	14649	17.855403
2021	105858	17.859107
13531	4786	17.859319
10064	13834	17.860725
9236	115062	17.861482
6537	3760	17.861742
8886	117133	17.866014
10602	16870	17.866102
4427	10819	17.867871
1562	4164	17.869152
13268	23522	17.870100
8903	13775	17.870947
10064	15557	17.871397
677	117221	17.872343
3179	7444	17.872641
13209	11427	17.873063
13531	4475	17.873644
12706	9627	17.873773
7588	117105	17.874715
677	6514	17.875546
5447	12305	17.877572
9487	13701	17.878840
9884	13490	17.879296
7607	12982	17.879544
1067	6706	17.879876
2021	53702	17.880702
12706	14838	17.881321
9347	15125	17.881875
13701	8143	17.882774
12706	14797	17.883061
5447	5251	17.883320
7097	12647	17.885496
765	110997	17.886446
2072	112381	17.886891
9347	7999	17.887888
5447	8598	17.888244
13209	19076	17.888730
746	110609	17.891972
5447	1193	17.892937
3179	13665	17.893923
3092	8814	17.894795
8645	14124	17.895215
13268	22783	17.896615
14328	5566	17.899188
8886	115990	17.900064
14328	6087	17.900775
7607	137	17.900893
765	111967	17.901757
6686	15193	17.902108
14328	23766	17.903305
2072	7361	17.903535
2920	111797	17.903742
13209	18769	17.904826
2920	6685	17.909519
8102	2337	17.910953
5447	9836	17.912031
9884	3885	17.915625
9007	5896	17.917679
11767	31946	17.919197
765	114948	17.919429
7588	17464	17.920591
4436	5310	17.923609
13268	12305	17.923699
3821	110919	17.924358
9236	3807	17.924422
10064	11698	17.925318
9884	14036	17.925726
2920	112724	17.927115
14135	11029	17.927387
9598	24017	17.932670
10602	2578	17.933749
9598	9505	17.934152
8102	2941	17.934878
4436	115530	17.935566
6686	9568	17.935995
2920	113750	17.936219
12706	17771	17.937631
7607	5544	17.938861
9236	2802	17.939212
3179	13268	17.939671
677	3919	17.940094
7588	18401	17.942279
13268	22720	17.942583
8832	6061	17.942846
8886	115395	17.943695
14328	21242	17.944158
6686	18505	17.945286
3092	7719	17.945694
1562	117510	17.946735
7097	12114	17.946969
765	7213	17.947138
7607	15118	17.947402
677	813	17.948746
3179	115755	17.949036
2920	699	17.951156
11767	34956	17.951183
1562	5141	17.952403
12706	9655	17.952478
765	930	17.952800
8796	15191	17.952851
6867	4563	17.953008
9640	11670	17.953391
1562	3786	17.954716
1562	114371	17.954719
13847	13479	17.955622
8886	114227	17.957750
7097	12189	17.960063
6686	15219	17.960309
9487	14915	17.962545
5447	116824	17.965898
746	2422	17.966063
8903	4906	17.966907
8832	9021	17.967139
13847	8241	17.969032
9598	117450	17.970101
8886	22508	17.970228
8796	3685	17.971170
9884	12114	17.971655
13847	13008	17.972319
9007	107	17.972584
8102	13421	17.975873
11767	17959	17.976275
2021	115433	17.977584
3092	8544	17.978116
765	7387	17.979714
2021	8983	17.979809
9598	101044	17.982884
6686	113852	17.983768
11767	47654	17.985357
2072	7387	17.986477
13268	4023	17.988225
7097	12272	17.989140
8796	6999	17.989515
8832	9001	17.991433
6537	3834	17.992375
1067	6732	17.994157
5348	15330	17.994195
6686	841	17.994522
746	11060	17.995337
677	112368	17.997322
8796	2355	17.997934
5348	7886	17.998153
746	109659	17.998187
4427	110725	18.000114
3179	9598	18.004055
4427	9568	18.004270
9884	7818	18.004405
11767	47013	18.007780
2081	9085	18.008417
3092	116941	18.009054
746	114430	18.010285
5364	118178	18.010630
2920	6140	18.011035
7607	16147	18.012711
8832	12086	18.015249
1067	115738	18.015334
6867	8983	18.017549
10602	2484	18.019438
13531	19129	18.019686
2081	7955	18.019945
765	8837	18.020525
10602	2487	18.021444
1067	1123	18.023359
13209	14668	18.024572
8102	8998	18.025962
677	112748	18.026471
13209	19513	18.026825
8886	114222	18.027329
2072	112432	18.028373
11767	80920	18.029139
3821	112098	18.029797
2072	114996	18.030945
3092	115623	18.031007
6686	2225	18.031989
677	1465	18.032804
677	5493	18.033805
5348	15371	18.034028
5447	7359	18.034558
7607	16210	18.036199
8645	13008	18.036414
5165	1288	18.036949
3821	13424	18.038450
765	8320	18.040943
2072	118076	18.043150
4427	116727	18.043304
7588	11231	18.046127
5364	145	18.047445
7097	2954	18.048167
3179	12821	18.050918
14328	17854	18.052374
6686	14632	18.053148
4427	112641	18.053728
9598	114212	18.054384
14328	4998	18.057876
13701	16695	18.058133
13268	2876	18.058641
7097	12832	18.059135
2920	6514	18.059411
3092	967	18.059611
6686	17959	18.059687
5364	11029	18.059811
4427	10924	18.059823
9487	14060	18.059875
11767	86219	18.059917
746	12239	18.060558
6537	3786	18.061186
8832	5074	18.061963
5447	116781	18.062545
2072	112623	18.062657
11767	59796	18.063206
746	11279	18.064361
3092	4298	18.066612
3821	111543	18.067298
1067	115768	18.070450
9487	6748	18.070473
9487	9572	18.071153
677	113357	18.073217
4427	15192	18.073417
9884	15870	18.074238
9598	109474	18.074466
765	5268	18.074952
3419	1195	18.075116
8796	15241	18.075744
3821	7513	18.075820
765	117452	18.076430
9884	6868	18.076514
8903	14838	18.077353
8886	3504	18.079159
6537	11783	18.082821
8886	19823	18.083025
7607	4889	18.085180
10064	10361	18.085241
14135	16263	18.085925
14135	19719	18.087002
6537	7016	18.087768
6686	113498	18.087819
3419	7361	18.088147
3179	110817	18.088915
1067	6714	18.089546
9007	1599	18.089680
9598	36547	18.090577
8886	19983	18.091869
9640	15876	18.096903
9347	13883	18.097643
9007	18275	18.097644
7097	5936	18.097950
9236	15655	18.100183
8645	12318	18.100342
13268	3965	18.100694
4427	110498	18.100823
5447	117956	18.101536
12706	7243	18.101955
4427	111795	18.103119
13531	4212	18.105307
10064	3919	18.106373
13268	10176	18.106432
746	6813	18.108604
8886	13055	18.109812
9347	14879	18.110107
10064	3231	18.110826
9007	2388	18.112525
8903	4552	18.113598
3821	10350	18.113846
9487	14954	18.114651
12706	10155	18.115696
9598	5542	18.115909
13531	5650	18.116432
13847	11072	18.117399
3821	14791	18.117808
9236	10035	18.118668
1562	115709	18.119409
13531	20241	18.120188
5348	114408	18.121065
7588	16509	18.121479
2920	111674	18.124248
3419	145	18.124550
5364	4906	18.126965
746	1086	18.127162
3419	8645	18.127892
4436	10830	18.129097
12706	16924	18.129676
2081	3352	18.130804
6537	2237	18.131542
4427	6522	18.132392
13701	9326	18.132447
3821	9983	18.133216
13268	4446	18.133522
2072	2159	18.133901
8903	9487	18.134246
9007	17534	18.138927
6537	8198	18.139271
9640	5361	18.140207
9487	7981	18.142553
3419	118209	18.143977
13531	20498	18.145556
6537	4164	18.150286
9640	2942	18.151660
3092	8922	18.152878
9640	3544	18.152964
13847	20535	18.153205
677	6669	18.153994
3821	110817	18.156237
9487	5483	18.156504
3092	6087	18.156853
8886	114212	18.156880
4427	1302	18.157119
5165	13518	18.158468
7607	16244	18.159113
9598	18217	18.159198
7607	13997	18.162016
3179	110498	18.167067
9598	518	18.168006
746	113802	18.168588
13209	16938	18.169121
2920	110991	18.169313
2920	110988	18.171440
7588	114948	18.172861
3419	9326	18.174366
3821	111362	18.177072
10602	4770	18.177239
9598	115245	18.177678
9236	14521	18.180812
7083	13473	18.181617
746	10361	18.181852
9347	3576	18.182529
8796	13654	18.182594
7083	15884	18.184065
8645	14293	18.184187
2920	111247	18.184343
14135	18170	18.185009
8903	2926	18.185126
7083	6502	18.185929
2920	12692	18.186267
8903	6514	18.187504
9236	122	18.190716
2920	113802	18.192587
13268	23040	18.195061
5447	9307	18.196238
5447	117500	18.197024
2021	26169	18.197617
3179	13700	18.197855
5364	3760	18.197944
746	9586	18.198356
8102	12247	18.198500
9007	3456	18.199245
3419	6605	18.199472
2081	117107	18.199679
13701	18990	18.199827
677	117340	18.200650
9598	104968	18.200870
4436	116709	18.202913
3179	10814	18.203324
9347	4371	18.204756
3092	116582	18.205048
8903	12093	18.207408
2920	115770	18.210198
14328	5589	18.211405
746	111660	18.213253
9236	16290	18.213635
9007	16285	18.214250
7607	418	18.215964
765	7506	18.216628
2072	7506	18.218193
14328	12990	18.219067
6686	112724	18.219483
9598	102599	18.220994
5447	12200	18.221589
7097	5951	18.221812
7607	12990	18.222853
5364	2159	18.222922
7588	18597	18.224019
5348	8514	18.227299
9598	36019	18.228430
9640	17358	18.228449
765	112895	18.228774
9007	11867	18.229045
8796	13036	18.229183
1067	114971	18.229251
9884	11090	18.230490
7607	10220	18.231031
9598	84535	18.231640
10064	14632	18.233123
9487	12784	18.233210
9347	15382	18.233874
10064	7359	18.234626
2081	7751	18.236386
4427	115022	18.236867
3179	4436	18.237455
765	4200	18.237881
9598	16974	18.239065
746	6378	18.241482
7083	15655	18.244304
6537	9562	18.247817
7588	15655	18.249284
3179	111247	18.250268
8796	15204	18.250319
9347	13701	18.250762
9640	10296	18.251596
8102	11524	18.251768
6686	116876	18.251898
9236	2383	18.252739
9884	3693	18.254513
13268	23766	18.254566
2081	112832	18.254759
3419	9347	18.255733
9236	118234	18.258446
2920	8016	18.258477
8832	14036	18.259814
13209	7147	18.261301
7097	5594	18.262965
8102	4852	18.265402
9007	17298	18.266921
4436	118131	18.267611
2072	113860	18.267697
7097	6605	18.269156
13531	19673	18.269551
3179	1366	18.270478
14328	11784	18.272702
13531	22936	18.273834
12706	9237	18.275259
3092	8159	18.276305
7097	1465	18.276397
765	115908	18.278624
1562	186	18.279091
13268	23734	18.279285
3821	110991	18.279432
5165	2661	18.280120
9598	104105	18.281625
13531	23040	18.282022
13268	23743	18.282878
3821	14382	18.283989
3821	110988	18.284128
765	9022	18.284379
7588	3781	18.284396
5348	8820	18.285363
8796	15323	18.285675
5447	1921	18.285764
3821	116631	18.287417
13268	12287	18.287644
8832	4655	18.289955
9884	12623	18.291130
6686	18488	18.291264
12706	16142	18.291290
2081	113447	18.292601
13531	4151	18.293828
13847	15382	18.294771
6867	3352	18.296129
4427	111532	18.300682
8645	14355	18.302668
9487	9307	18.304548
12706	16677	18.305019
4427	14862	18.305609
6686	5493	18.308146
14328	6411	18.308738
9007	16015	18.308795
8886	15863	18.310646
8903	6140	18.312086
8102	3552	18.312514
11767	65536	18.315542
11767	6685	18.315719
8645	13874	18.316206
7083	8480	18.320753
8832	14232	18.320981
1562	4655	18.321266
2021	13141	18.321560
8645	3175	18.321800
4427	116584	18.322680
1067	113503	18.322777
3179	3721	18.323426
3821	113288	18.323698
3821	7444	18.323737
3821	111925	18.328334
9347	13265	18.328490
13268	6711	18.331693
8796	8475	18.332876
13268	3299	18.332970
6686	13339	18.333829
3821	13531	18.334193
2072	112832	18.335994
3821	112300	18.336956
13209	11603	18.337421
9007	1502	18.338237
8796	5081	18.339412
7083	4852	18.340582
11767	4709	18.340888
3092	114725	18.341525
746	107555	18.343732
2920	5926	18.344479
2920	8814	18.344620
14135	19859	18.345167
13268	22936	18.345336
9007	3356	18.345712
3179	9983	18.345946
8903	14748	18.347484
4427	115152	18.347659
11767	86620	18.347665
5447	1415	18.347919
14328	13905	18.351029
8832	2926	18.353185
9884	4552	18.354335
11767	86614	18.355796
2920	10340	18.356418
8796	10403	18.357588
6686	117956	18.360029
7607	118116	18.362583
11767	9480	18.363567
9640	17475	18.365694
9236	21479	18.367973
10064	13732	18.367974
9007	15353	18.368069
8796	14365	18.368473
13701	19511	18.368583
2081	112381	18.370665
13531	12086	18.371052
7607	16292	18.371109
10602	3330	18.371380
8796	3138	18.371459
4436	116310	18.375097
8645	9706	18.375431
9487	14456	18.377429
2021	23467	18.377454
746	113048	18.378847
10064	6732	18.379312
5165	115496	18.381065
13268	5993	18.381830
11767	2628	18.381925
677	116584	18.382500
7083	11867	18.383130
2021	13387	18.383254
13268	19730	18.383262
1562	5074	18.384511
9487	14168	18.386898
13209	18565	18.387105
3821	112986	18.388798
12706	7362	18.388839
2081	4164	18.389113
13531	19811	18.389678
8903	12447	18.390070
9236	16827	18.390934
746	11174	18.391274
9598	115218	18.391502
6867	12786	18.394323
7083	1599	18.395682
14328	17460	18.395713
8832	14838	18.398712
9347	13225	18.400429
1562	6427	18.401556
3821	3231	18.401878
8796	4675	18.404755
2072	112122	18.404959
8886	7651	18.406229
1562	113996	18.406382
14328	9977	18.406779
2920	116076	18.408885
14135	17309	18.410029
6537	11791	18.411045
6686	114745	18.413006
8886	8044	18.414144
13701	19483	18.414688
3419	2100	18.415539
765	9007	18.417951
2072	112117	18.419754
5165	115620	18.421729
12706	9110	18.423008
14135	8404	18.423022
765	110506	18.425362
9347	3849	18.425785
4427	16177	18.426567
2920	9640	18.426575
1067	145	18.428834
8832	7321	18.429775
6867	14749	18.430070
9598	5336	18.430377
14328	4422	18.430565
9884	14821	18.431744
677	117956	18.434145
11767	17854	18.436193
9347	7597	18.440490
4436	10366	18.440841
5165	12486	18.441357
8102	6432	18.441713
7607	14354	18.442585
9487	5296	18.443754
8903	3675	18.445097
5364	3786	18.445484
12706	7007	18.445797
1067	114526	18.446768
6686	112670	18.447062
7607	4572	18.447619
14328	4383	18.447629
6867	655	18.452528
5447	10830	18.453496
14135	10050	18.454041
3092	1639	18.454191
13701	9353	18.454677
10064	3885	18.454887
7588	18744	18.455067
3179	3572	18.457253
11767	22508	18.458021
13268	21823	18.458645
9487	11678	18.461925
13701	8094	18.463134
3179	116728	18.464344
8886	14264	18.465630
746	8475	18.466021
11767	87728	18.468085
1067	116310	18.468751
5364	9353	18.469473
9007	88	18.469577
10602	19893	18.470299
11767	104171	18.471448
3092	8993	18.471590
3821	12273	18.473298
3419	115669	18.474647
3419	115709	18.475292
3821	117712	18.475486
9640	15323	18.477919
1562	7276	18.479546
8102	12122	18.479670
11767	107119	18.479832
8886	3478	18.480310
5447	2497	18.480795
14328	23783	18.481931
8886	14844	18.482923
13531	15204	18.483855
14328	22783	18.485779
9236	21949	18.486559
2021	70638	18.486645
9640	8046	18.487799
10064	6706	18.489193
765	110478	18.490352
6686	6522	18.491465
2021	8957	18.493255
3092	3083	18.493591
746	1575	18.494318
2920	12686	18.496013
8832	5141	18.496404
13209	13954	18.496631
2021	73540	18.496904
3821	110498	18.497151
2920	2942	18.497529
8796	13702	18.498326
9007	13225	18.499725
765	9095	18.500288
2081	113189	18.501107
746	107197	18.501499
7588	114699	18.503230
13268	10350	18.504800
14135	12770	18.504872
8102	2237	18.504951
9347	15474	18.505003
3821	14392	18.505332
7607	10438	18.507147
9640	15154	18.507331
8796	10819	18.507884
5447	12160	18.507981
13209	10340	18.508716
3092	117956	18.509256
8832	14439	18.509358
746	106801	18.509506
4427	114570	18.509522
13531	4911	18.511174
4436	5240	18.512819
677	117730	18.513007
12706	13914	18.513220
9487	14819	18.513264
14328	17959	18.514715
4427	115171	18.515597
6686	112864	18.517994
10602	19921	18.518038
3092	115530	18.518308
9640	16518	18.518801
677	114430	18.518857
8796	10924	18.519098
7607	124	18.519313
13701	8998	18.519421
13847	7978	18.522034
3092	117986	18.522260
7607	118071	18.522827
5364	417	18.522921
4436	1193	18.523006
4427	16319	18.523301
14135	19740	18.523554
746	107930	18.524589
13531	9021	18.525008
6867	117315	18.525484
13531	9001	18.525843
7607	116991	18.526087
9884	13997	18.526428
8645	3193	18.526702
9007	18592	18.528281
14328	4440	18.531264
6537	840	18.531453
9640	14232	18.531794
8832	10723	18.532245
8645	7505	18.533050
13209	19525	18.533156
13531	17460	18.534088
13701	7916	18.535564
7588	114996	18.536009
7083	11477	18.537421
7097	3031	18.537584
2081	2381	18.537764
13209	16322	18.539746
9487	3765	18.540384
9640	17437	18.540420
8796	12803	18.541169
8796	8588	18.542639
7607	16424	18.544851
746	107259	18.545293
9347	3185	18.545679
10602	14972	18.545981
5447	2213	18.546691
9007	9207	18.547628
8903	14719	18.548182
6537	873	18.548556
3419	950	18.549016
10602	17436	18.549176
6867	1288	18.549590
7588	18772	18.550102
13847	20109	18.551377
2072	112127	18.553050
2920	8922	18.553758
746	111022	18.555447
7607	117340	18.555624
677	112158	18.557606
2081	117510	18.559401
9884	16042	18.561754
3092	7651	18.561988
9007	12186	18.562145
5364	10854	18.562173
6686	13713	18.562260
8903	10176	18.562294
4427	110103	18.562949
2072	10035	18.564666
14328	16319	18.565015
5364	118209	18.565448
8903	10273	18.565550
5364	9487	18.565697
13268	9586	18.565965
1562	118076	18.566200
5165	12708	18.567199
5348	116097	18.567992
7607	16447	18.568549
7097	10220	18.568897
13268	13176	18.570275
1562	115522	18.572639
1067	114155	18.572991
4427	110991	18.573253
7097	12093	18.573389
14135	17408	18.573483
4436	116991	18.576058
3179	111674	18.577576
9640	17584	18.578302
9347	14110	18.578568
6686	112635	18.579199
8796	3093	18.579267
4427	110988	18.579609
14135	19725	18.580927
12706	18481	18.582047
3179	110497	18.582203
7083	117075	18.582671
13701	11212	18.583497
13531	16518	18.585085
9487	8688	18.585894
5447	11415	18.587519
9347	7362	18.588675
9487	5081	18.588737
3092	7447	18.588839
4427	14328	18.588868
13268	4911	18.589240
1562	116918	18.590482
10064	17203	18.591156
9598	10115	18.591866
3821	112761	18.592956
14328	13328	18.594133
7607	7906	18.594216
9487	6706	18.596204
3821	115036	18.596388
13268	2599	18.596904
7607	117133	18.597170
13701	18859	18.599881
765	9085	18.600025
9347	15479	18.600332
8886	13713	18.600503
9640	12744	18.600982
8886	13339	18.604321
6867	8209	18.604923
9487	6732	18.605454
4427	16228	18.606431
7607	16340	18.606905
9640	16168	18.607027
1067	6981	18.608586
9487	13448	18.609733
13531	6692	18.609992
14135	17214	18.610134
13531	11840	18.613156
2081	118029	18.613928
13268	14862	18.614721
9598	20456	18.615333
2081	115769	18.615603
9640	17529	18.615907
4427	10814	18.616177
5348	114367	18.617353
677	7147	18.617393
1067	4979	18.619134
9884	13832	18.620759
13701	15585	18.622000
765	118121	18.623214
9236	8366	18.623230
7607	16335	18.623364
9884	5550	18.625484
4427	7825	18.627614
2021	73771	18.628354
10602	20109	18.630357
14328	4292	18.631716
14328	4475	18.631824
9487	10306	18.631939
6537	2852	18.631972
3821	116714	18.632626
13531	22626	18.634795
7607	15648	18.634963
12706	14649	18.636182
5364	238	18.636877
9640	2497	18.637114
11767	114831	18.637570
13268	3801	18.638830
5348	114167	18.639571
746	9222	18.642094
7607	14626	18.643383
13268	7650	18.644772
6537	11687	18.646025
8886	6813	18.646579
9598	100965	18.646887
765	7886	18.647156
12706	7535	18.647302
13209	18735	18.648731
13701	19590	18.649455
746	116727	18.649682
13268	5650	18.649823
10064	8387	18.651105
7097	12828	18.651126
3419	8143	18.652268
746	108758	18.652391
746	109521	18.656558
3821	6378	18.658172
2072	7118	18.658350
11767	8016	18.658888
10602	2889	18.658957
10064	16516	18.659458
3092	117221	18.661383
3419	5833	18.661817
7097	13108	18.662035
8886	22361	18.662482
9347	15411	18.663114
9487	14293	18.664147
3092	116611	18.664910
13847	21525	18.665869
1067	5034	18.666978
677	112590	18.667480
2072	113447	18.668060
13531	3988	18.668778
9640	2854	18.668799
6686	17858	18.669175
9347	14797	18.669405
5348	112895	18.669552
9236	114408	18.670460
3092	114607	18.672643
9598	33694	18.672660
13531	8423	18.672861
9236	114367	18.673679
8645	13951	18.674758
9598	17858	18.675011
677	4675	18.676995
6686	18438	18.677756
5447	118131	18.678396
3179	110314	18.678606
9884	16181	18.679877
14328	6692	18.681991
2072	10111	18.682900
7607	117299	18.684519
12706	11783	18.687747
9007	13265	18.688559
765	114699	18.688588
8832	8423	18.689226
13268	5926	18.689894
8886	6411	18.691633
8903	12990	18.692001
7607	16252	18.692496
1562	6717	18.693137
14328	16518	18.695107
9236	11043	18.696569
13847	11671	18.701418
677	115919	18.701539
9347	10826	18.702132
6867	117075	18.702382
11767	60699	18.702391
9640	15192	18.702456
14135	11345	18.703193
8832	13679	18.703208
10064	3604	18.703350
2072	7955	18.703453
765	111548	18.704712
9884	5575	18.705350
14135	19720	18.705968
5364	117756	18.707170
746	115191	18.708234
2072	9951	18.708469
13531	4023	18.708645
6867	14913	18.708809
3179	7818	18.711176
6686	19177	18.712344
8886	22152	18.714763
2081	7463	18.715062
9598	7786	18.716719
6867	5268	18.717861
3821	114745	18.718580
9598	101082	18.719320
9007	11477	18.720221
13701	16449	18.720408
7588	1502	18.720461
9487	13165	18.721226
8886	16210	18.722331
8796	15416	18.722587
8903	14036	18.722591
9884	15204	18.723598
2021	112259	18.724822
8645	12706	18.726746
6686	15404	18.727190
7607	1473	18.727779
2081	112432	18.728301
8903	15110	18.730996
6686	112998	18.731005
13531	6794	18.731284
13701	11484	18.731463
5348	113638	18.733475
6537	671	18.733639
14328	24479	18.733925
3092	115755	18.734396
13847	21042	18.735549
2081	3185	18.736173
10602	9207	18.736415
6537	5575	18.736918
9347	15024	18.737498
9640	14677	18.739151
3179	110103	18.739169
8102	2086	18.739498
8886	22783	18.742267
14328	9480	18.742809
5165	4879	18.743175
2021	36039	18.744626
2081	7588	18.745429
7097	2583	18.745434
746	108535	18.745627
4436	115280	18.747055
677	4382	18.747188
13531	8930	18.747579
2072	3056	18.749464
4427	5493	18.749560
8903	12072	18.749962
13268	23216	18.750426
8903	14439	18.751196
4436	115191	18.751970
7097	1645	18.752193
14328	4844	18.752839
13701	17651	18.752883
7588	115062	18.753312
8832	2903	18.753833
7607	2912	18.754031
13531	23216	18.754171
9598	107230	18.754215
5447	12623	18.754281
14135	12332	18.754898
13268	12072	18.755304
12706	12332	18.757193
8796	10562	18.758356
10602	14547	18.758407
8886	13965	18.759789
7083	11293	18.762629
8645	14040	18.763294
10064	16938	18.764878
8886	15770	18.764978
13847	7361	18.768715
2072	798	18.769564
6537	3185	18.770556
6686	19129	18.771330
7097	13165	18.771727
9236	115433	18.772014
6686	113684	18.772041
8886	15669	18.773092
9640	9153	18.774631
4427	111543	18.779887
2081	3834	18.780534
13847	19095	18.782956
2081	253	18.783074
13531	22545	18.783335
4427	111362	18.786041
7097	6283	18.787731
12706	18255	18.788217
9487	5164	18.788859
7083	7118	18.789832
13531	3649	18.792000
13701	19587	18.792653
9884	7444	18.794717
4436	115996	18.794876
9598	26410	18.795618
10064	2942	18.796511
2072	113189	18.797377
1067	118281	18.798690
2081	10035	18.799594
6867	9236	18.800472
5364	6868	18.800515
6686	14264	18.800521
7083	116737	18.800891
14328	24313	18.805579
13209	7321	18.806060
3821	10340	18.807169
4436	115261	18.807938
10602	5896	18.809076
9598	117472	18.811401
7607	16599	18.811695
7083	8928	18.812204
4427	14043	18.812389
14135	19860	18.813079
10064	13108	18.813399
7607	12239	18.813509
2920	3750	18.814699
6686	114924	18.815849
13531	3965	18.816698
9598	27795	18.817228
13209	15209	18.817706
10064	6981	18.817781
7588	8820	18.818509
9236	114948	18.818786
8102	11021	18.819114
9236	20552	18.819824
2081	9951	18.821460
13268	7513	18.823514
13847	12964	18.824492
6686	9640	18.824880
9640	8993	18.826720
8903	14893	18.827441
3821	111314	18.828384
1562	5170	18.829642
3092	117340	18.830951
13268	2377	18.831608
5165	2889	18.832909
677	113726	18.834119
9347	12300	18.836087
3092	115250	18.840238
5364	9562	18.841583
3179	1686	18.846369
1067	113357	18.846992
9347	8641	18.847057
2920	13178	18.847148
8832	9977	18.848633
