%  RA(deg)   DEC(deg)    HIPNum  Mag
198.232152 -59.816605  64478  6.18
198.301684  18.727008  64496  6.10
198.361815 -18.826406  64520  6.26
198.399766  36.887582  64530  6.50
198.490333 -43.139107  64557  6.16
198.789409 -36.371410  64651  6.17
198.856658 -69.679284  64682  6.37
199.059528  19.051734  64751  6.46
199.119305  68.408001  64774  6.20
199.134417  19.785289  64779  6.43
199.187119 -65.138259  64790  6.06
199.212718  17.017182  64797  6.49
199.374388  -0.676065  64838  6.36
199.645276 -51.285776  64933  6.18
199.701151 -79.976017  64951  6.34
199.767714  35.127978  64979  6.01
199.829095 -72.035603  64994  6.04
200.145947 -59.772781  65108  6.20
200.173204   2.942290  65119  6.26
200.374039 -19.489294  65183  6.21
200.516341  43.903379  65230  6.34
200.718805 -47.943221  65288  6.18
200.719113 -72.146712  65289  6.06
200.760833 -48.562791  65303  6.37
200.785964 -33.189878  65311  6.17
200.967145 -49.822811  65372  6.48
200.974707  37.033920  65376  6.10
200.987841 -20.924587  65381  6.44
201.127212  12.431832  65417  6.44
201.499409  63.261275  65530  6.50
201.776611 -49.143709  65606  6.31
201.811087 -40.162665  65621  6.40
201.836072 -49.381291  65630  6.27
201.998457  52.745588  65678  6.34
202.007837 -26.402235  65682  6.49
202.109341  40.729646  65723  6.49
202.190956  50.718569  65754  6.42
202.194958 -69.627152  65755  6.17
202.282922 -64.675794  65783  6.09
202.312150  -1.364428  65796  6.42
202.428251 -23.281331  65835  6.40
202.500337   7.178853  65862  6.18
202.607184  -6.470265  65892  6.10
202.815695  42.106153  65951  6.07
202.888200 -28.112740  65969  6.48
203.011695 -18.728880  66015  6.01
203.022558 -38.398844  66019  6.14
203.143613 -29.565263  66060  6.45
203.200895  24.346743  66086  6.11
203.399466 -65.632690  66152  6.36
203.591108  38.789265  66223  6.37
203.620675 -48.272162  66236  6.32
203.678130  76.546710  66251  6.46
203.681568 -33.310854  66254  6.46
203.889270  10.204962  66326  6.48
204.166237  49.486648  66385  6.48
204.210714 -34.467839  66405  6.48
204.531777 -58.414646  66521  6.41
204.532868  14.301926  66522  6.49
204.690486 -70.444829  66574  6.11
204.759517  18.265323  66594  6.46
204.799987 -75.683788  66607  6.32
204.812123  51.804213  66613  6.49
204.920180 -39.747587  66645  6.29
205.064910  31.012036  66690  6.21
205.089100  57.207606  66700  6.28
205.096804  50.519413  66704  6.31
205.162821  28.065165  66725  6.22
205.553168   8.388394  66860  6.16
205.620026  41.674282  66892  6.30
205.727638 -50.790236  66923  6.43
205.938185  22.700423  66992  6.12
205.978237  52.064413  67005  6.02
206.066671 -51.012454  67036  6.44
206.190271 -25.500933  67071  6.21
206.305052  55.879349  67103  6.47
206.305980  10.325305  67104  6.42
206.396118 -15.767467  67139  6.18
206.560458 -54.683368  67199  6.42
206.738009   6.350375  67246  6.33
206.795265 -62.589714  67261  6.40
206.805850  -9.709455  67271  6.04
207.437194  36.632823  67483  6.43
207.527119 -29.081321  67523  6.19
207.580823 -39.900855  67537  6.43
207.615598  58.539458  67548  6.45
207.746330  68.315300  67589  6.39
207.834700 -24.390368  67620  6.43
207.902067 -36.433279  67648  6.34
208.004065 -31.619207  67696  6.11
208.076692  12.165135  67714  6.10
208.285152  40.337977  67778  6.48
208.466922 -35.314361  67851  6.17
208.569331 -28.569590  67890  6.05
208.742508  -8.058852  67953  6.19
208.958306  14.056503  68030  6.16
209.043581  32.032599  68065  6.31
209.083191 -54.132420  68080  6.14
209.365523 -23.022630  68177  6.14
209.383573  61.492861  68184  6.49
209.495314 -25.998079  68224  6.42
209.630166 -65.800665  68270  6.20
209.666280  14.649275  68279  6.01
209.955331  -3.549788  68380  6.36
210.072462 -61.481028  68413  6.49
210.136717 -78.589981  68431  6.09
210.293670  27.386594  68478  6.23
210.329411 -40.221943  68493  6.12
210.403377  17.668391  68516  6.36
210.461045  68.678675  68537  6.34
210.550788  45.753457  68567  6.28
210.632692   9.686096  68594  6.18
210.748994  50.971809  68637  6.16
210.757180 -31.684036  68641  6.18
210.766951 -17.367013  68643  6.32
210.864450 -41.423345  68673  6.08
210.884798  10.786779  68682  6.27
210.903192   7.546170  68687  6.25
210.971206 -22.421602  68705  6.30
210.982319   4.900973  68707  6.24
211.060666  -5.381416  68739  6.39
211.112419 -14.971708  68763  6.35
211.155946   2.297531  68776  6.28
211.443656 -54.669362  68842  6.20
211.545444 -43.091702  68872  6.18
211.604820 -59.715905  68902  6.39
211.734857  74.593781  68956  6.43
211.920028 -48.704026  69011  6.43
211.923022 -49.867608  69012  6.45
212.059574 -63.207950  69065  6.39
212.113192 -74.850285  69090  6.02
212.191860  59.337649  69107  6.47
212.216195 -43.470779  69113  6.19
212.234384 -59.276712  69122  6.34
212.252475 -10.334546  69127  6.45
212.628754 -70.305465  69241  6.07
212.757832 -69.719318  69298  6.07
212.813005  32.295892  69316  6.14
212.880013   1.362399  69340  6.42
213.102361 -24.363352  69398  6.35
213.305235 -26.612309  69458  6.23
213.415937 -54.625627  69491  6.09
213.588785  -5.947717  69564  6.36
213.598115  41.518757  69569  6.23
213.648360  13.975451  69585  6.45
213.670679  21.873392  69592  6.38
213.720911   3.335878  69614  6.41
213.755220 -29.281904  69623  6.10
213.838787 -53.509941  69655  6.40
213.911187 -45.000756  69671  6.31
214.009971  45.566268  69704  6.50
214.089090  -6.621544  69727  6.44
214.101143  39.744711  69735  6.38
214.125689  -3.196305  69747  6.15
214.136846  20.121848  69751  6.25
214.203064  -8.884473  69773  6.47
214.229788 -77.664222  69778  6.48
214.265789 -18.585700  69792  6.22
214.338081  51.307373  69818  6.19
214.454996  48.002004  69862  6.32
214.503027  -7.542388  69881  6.47
214.732951  54.863753  69958  6.47
214.779824 -27.141147  69977  6.35
214.920629   0.384333  70022  6.18
214.948909  38.794052  70029  6.33
214.971669  -6.746167  70038  6.42
215.036107  30.429128  70051  6.45
215.558339  29.369920  70236  6.50
215.661310 -48.319857  70270  6.10
215.778425  25.338173  70310  6.22
215.813686   1.241569  70319  6.25
215.813972 -47.416960  70320  6.41
215.834388 -50.772252  70325  6.03
215.856776 -11.714043  70336  6.22
216.008254  27.413177  70385  6.39
216.076118   8.084595  70414  6.19
216.091964 -82.848250  70418  6.42
216.170053 -44.311134  70451  6.43
216.170218 -11.669703  70452  6.49
216.323305 -13.353163  70501  6.49
216.371468  38.393053  70517  6.28
216.415587 -66.172922  70528  6.36
216.449038 -26.852242  70538  6.48
216.556017 -42.318597  70580  6.33
216.707809 -39.873989  70626  6.36
216.851617  -6.120332  70680  6.18
217.068501  36.197028  70762  6.22
217.181236 -59.197548  70798  6.46
217.216281 -47.992086  70809  6.40
217.403369  41.795911  70873  6.36
217.404184 -76.729083  70874  6.06
217.456961  31.791188  70892  6.06
217.689122   4.772286  70949  6.01
217.691959  63.185788  70952  6.10
217.735906 -40.845122  70966  6.39
217.928381  60.225636  71040  6.26
218.290213 -30.715069  71154  6.07
218.334458  36.959023  71168  6.39
218.409558  79.660427  71196  6.27
218.548780  32.534477  71243  6.32
218.566391  57.065258  71251  6.46
218.660417  36.626064  71277  6.02
218.711371 -20.439381  71295  6.49
218.821017 -60.015644  71333  6.39
219.028636  23.250359  71406  6.39
219.100430 -39.597407  71429  6.13
219.249067 -12.305349  71469  6.20
219.301738 -53.060788  71494  6.49
219.368616   2.277238  71510  6.45
219.442733 -67.932012  71530  6.03
219.580699 -38.794184  71581  6.04
219.795194 -46.584481  71639  6.06
219.851975 -49.055319  71658  6.37
220.091144  21.975868  71729  6.13
220.136499 -56.440761  71746  6.30
220.463490 -30.933156  71853  6.38
220.475974  21.123551  71857  6.40
220.483250 -58.615830  71861  6.21
220.498778 -77.011452  71870  6.34
220.513539  61.261916  71876  6.24
220.867251 -62.966671  72000  6.39
221.231142 -58.477492  72097  6.10
221.295664 -55.601640  72121  6.10
221.298780  -1.417529  72122  6.06
221.307134  32.788346  72124  6.27
221.328445 -51.314927  72135  6.44
221.335755  18.884956  72139  6.15
221.490650 -15.459541  72194  6.33
221.545336 -21.175966  72217  6.43
221.802442 -52.205256  72308  6.07
221.806873 -21.324871  72310  6.05
221.883732 -43.556806  72338  6.30
221.978962 -12.840007  72373  6.34
222.097269  24.366876  72412  6.15
222.225394  -0.847655  72449  6.15
222.278096  37.811179  72469  6.15
222.279403 -56.667829  72471  6.21
222.384923  51.374503  72508  6.49
222.404357 -68.936190  72518  6.50
222.750396  -0.257491  72629  6.18
222.875147 -77.175970  72670  6.44
222.963774 -18.355325  72702  6.27
223.137919 -30.577253  72772  6.30
223.347283  15.705167  72846  6.41
223.677423 -65.991095  72965  6.09
223.725147 -69.860956  72983  6.38
223.994137  32.300063  73068  6.12
224.128610 -32.636784  73107  6.06
224.148951 -39.416023  73116  6.36
224.159739 -62.364417  73118  6.39
224.264975  21.555419  73156  6.50
224.307119 -29.157679  73171  6.28
224.536668 -48.863011  73241  6.34
224.652201 -39.907172  73279  6.17
224.719928  -4.989256  73309  6.08
224.808023 -37.881234  73341  6.45
224.863309 -43.159833  73354  6.10
224.982332 -75.032669  73394  6.20
225.161327  47.277441  73454  6.35
225.217820  22.045589  73464  6.29
225.492006 -34.358875  73559  6.21
225.535722  -7.575299  73571  6.38
225.990691  65.919714  73706  6.22
226.178741 -40.861330  73764  6.29
226.391273 -30.550864  73850  6.48
226.510062 -48.883391  73881  6.48
226.558055 -36.264599  73901  6.27
226.613094 -22.031830  73927  6.13
226.646437  36.456063  73941  6.35
226.704419 -16.484361  73953  6.41
226.733214 -52.029780  73966  6.40
226.834871  18.441825  74000  6.03
226.918015   5.498035  74026  6.16
226.983964 -61.128673  74044  6.49
226.986510 -65.275449  74047  6.18
227.081406  50.054955  74083  6.33
227.222966  13.235242  74121  6.16
227.356339 -63.642930  74181  6.25
227.685123  67.781035  74272  6.18
227.686433 -61.422320  74273  6.29
227.895014 -45.277459  74336  6.44
228.050048 -19.106482  74391  6.49
228.130016 -48.218992  74418  6.32
228.141578 -72.770599  74421  6.02
228.196549  10.702305  74441  6.50
228.254258 -61.743780  74470  6.27
228.281924 -36.091425  74479  6.09
228.322547 -24.008322  74490  6.47
228.329952 -19.647572  74493  6.07
228.369448 -25.309347  74500  6.47
228.382793  22.983399  74505  6.31
228.398259  38.264700  74514  6.19
228.496597 -61.342977  74552  6.36
228.542961  42.171409  74571  6.12
228.640660 -17.768572  74600  6.18
228.710820  -5.502555  74623  6.28
228.961275  50.938456  74690  6.47
228.973189   6.464840  74695  6.47
229.043589 -43.484997  74716  6.05
229.215789 -47.864544  74769  6.46
229.229025 -46.202355  74775  6.44
229.539243 -41.061159  74875  6.30
229.594328   0.939409  74895  6.50
229.672092 -31.209347  74929  6.18
229.875199  32.514904  75000  6.33
229.882166 -37.097161  75003  6.19
230.168958 -67.481526  75091  6.27
230.173670  44.434376  75093  6.14
230.195917  -2.413331  75101  6.34
230.223657 -18.158658  75110  6.16
230.255737 -15.548342  75118  6.14
230.278665  24.958020  75125  6.36
230.397092 -40.749482  75164  6.21
230.596830  12.567521  75230  6.29
230.688371 -29.341935  75272  6.50
230.757434 -15.134037  75294  6.46
230.854083 -46.140415  75324  6.49
230.932129  -1.022384  75342  6.11
231.021318  45.271031  75369  6.07
231.471959  19.480707  75535  6.26
231.634126  54.020294  75587  6.44
231.911972  25.101626  75674  6.01
232.079560 -88.133010  75736  6.49
232.113377 -51.597934  75742  6.10
232.184966  47.201514  75770  6.15
232.236759  55.194937  75788  6.45
232.244417 -28.866891  75790  6.43
232.300482  16.395618  75810  6.38
232.330301 -38.634999  75818  6.44
232.337894  62.099529  75822  6.32
232.588708 -41.919028  75915  6.23
232.594864  31.285932  75919  6.45
232.651054 -20.728553  75939  6.20
232.704919 -71.654136  75959  6.39
232.842948  36.616599  76006  6.39
232.930863 -20.164922  76033  6.28
232.959285 -32.881112  76048  6.49
233.017443 -38.622543  76063  6.23
233.040313  16.056169  76069  6.22
233.289647 -24.490433  76143  6.26
233.351353 -40.490852  76165  6.40
233.469606  17.137359  76198  6.49
233.586884 -39.349210  76234  6.36
233.888459  17.655555  76337  6.10
233.954975  38.373926  76366  6.30
233.972366  11.265656  76372  6.04
234.047346 -33.092806  76395  6.26
234.222616  29.991182  76456  6.46
234.368745 -26.279864  76503  6.19
234.565873 -28.206666  76567  6.32
234.667007  -8.791490  76603  6.45
234.675750 -39.127734  76608  6.05
234.703550  34.675039  76617  6.12
234.789659  57.924426  76651  6.45
234.826651 -77.918004  76664  6.19
234.839044 -23.150224  76666  6.33
235.043110  12.052934  76733  6.22
235.048146 -70.227883  76736  6.45
235.064695 -31.213771  76739  6.35
235.242619 -47.736091  76809  6.21
235.655115 -49.489554  76935  6.02
235.793878  13.667667  76985  6.48
235.853580 -15.043230  77007  6.30
235.980315 -60.287217  77042  6.46
236.175547  17.264226  77111  6.15
236.248191 -50.785464  77138  6.41
236.414617   0.891039  77186  6.32
236.553550 -28.061481  77235  6.49
236.689268  -6.120355  77287  6.24
236.856328 -40.194210  77350  6.41
236.871252 -37.916312  77358  6.01
237.007474  31.735615  77397  6.41
237.210072 -52.438256  77454  6.05
237.567974 -45.401714  77574  6.11
237.909986 -14.133584  77689  6.20
238.053324 -29.886552  77729  6.39
238.233815  17.403150  77782  6.29
238.300406  13.196623  77801  6.07
238.345543 -62.606583  77817  6.22
238.395293  16.074933  77835  6.21
238.625454 -27.338639  77900  6.15
238.667813   8.580337  77910  6.28
238.719314 -60.743651  77927  6.14
238.877232 -31.083644  77985  6.21
238.916053  18.620745  77995  6.26
238.956757  58.911774  78017  6.31
239.028495 -39.864364  78046  6.04
239.058458 -31.785882  78058  6.29
239.060128 -14.399402  78059  6.32
239.139059 -14.829438  78078  6.11
239.266070 -48.162186  78117  6.31
239.374271  39.695086  78153  6.30
239.628319 -37.503878  78236  6.31
239.768316  49.881043  78286  6.04
239.975591 -54.020911  78355  6.10
239.979724 -78.027277  78360  6.40
240.223791 -40.435480  78445  6.21
240.276948 -54.577899  78469  6.12
240.294646 -63.776538  78476  6.42
240.331478 -31.889137  78486  6.33
240.518647 -51.120771  78540  6.38
240.664259 -29.135800  78575  6.07
240.718717 -62.541590  78603  6.25
240.788940  59.410738  78632  6.19
240.940379   4.986834  78685  6.07
240.977930 -24.726312  78699  6.22
241.025819 -59.176182  78710  6.40
241.074244 -33.213718  78726  6.10
241.088839 -53.710375  78731  6.46
241.408077   8.096248  78840  6.27
241.435646  -6.291129  78849  6.35
241.499218  -6.139754  78870  6.39
241.764041 -14.071292  78955  6.32
241.842405  21.822615  78985  6.15
241.850351 -56.190956  78989  6.16
241.966204 -24.462349  79031  6.32
242.020655  17.054382  79045  6.25
242.152135   8.613176  79086  6.47
242.194294  17.205638  79102  6.13
242.262042  57.937883  79125  6.33
242.358223  55.828975  79164  6.43
242.382255 -32.649012  79173  6.18
242.480295 -18.340620  79203  6.43
242.496572 -62.967155  79208  6.50
242.869740  16.665693  79332  6.09
242.914998  33.342764  79350  6.30
243.027267  39.055524  79385  6.39
243.105666  67.144176  79414  6.21
243.133739  75.210681  79420  6.36
243.189461  26.670583  79441  6.48
243.235764  -4.220809  79463  6.26
243.320708 -53.671171  79490  6.03
243.410819  -1.475133  79522  6.45
243.439574 -24.422092  79530  6.40
243.556695   5.901846  79581  6.30
243.620348 -21.107636  79599  6.41
243.639350  73.394892  79601  6.02
243.663519 -18.535649  79605  6.32
243.722625 -25.476976  79622  6.06
243.849821 -42.899422  79661  6.14
243.947178  27.422081  79686  6.14
243.964563 -14.849115  79692  6.09
244.230423  -3.953349  79781  6.18
244.245535 -53.696234  79787  6.40
244.246660 -20.104088  79788  6.40
244.337154 -53.086386  79812  6.30
244.430655   1.496714  79834  6.50
244.540705  68.554545  79867  6.39
244.782174 -20.218072  79945  6.29
245.017816  21.132610  80021  6.04
245.135903 -39.430344  80066  6.11
245.662106  -2.079870  80227  6.24
245.735412  32.333013  80247  6.41
245.986323 -33.199396  80324  6.45
246.225645 -45.349499  80421  6.32
246.342193 -63.125217  80455  6.14
246.547442  11.407493  80514  6.11
246.708645   2.347944  80558  6.06
246.884462   2.870634  80610  6.35
247.088073  67.044000  80682  6.45
247.176316   0.054855  80708  6.46
247.181020  51.407738  80710  6.31
247.203979  -8.128843  80719  6.49
247.438416 -57.756323  80788  6.09
247.525148  48.961090  80809  6.44
247.625073  -7.514451  80840  6.46
247.661671  77.446514  80850  6.35
247.761596  35.225066  80888  6.25
247.845211 -26.537643  80910  6.07
247.867618  72.612338  80920  6.27
248.782280 -45.244366  81198  6.43
248.859535  17.057342  81231  6.42
249.178918  15.497455  81337  6.36
249.229137  63.072824  81358  6.17
249.390664   5.277526  81404  6.48
249.450045  13.687035  81425  6.30
249.469727  78.918667  81428  6.33
249.506475  -6.538014  81440  6.05
249.698863  -8.618610  81499  6.44
249.719600 -60.990402  81507  6.16
249.913039  -9.554589  81580  6.33
250.143825 -20.408649  81632  6.25
250.185001 -51.478260  81650  6.30
250.210348 -60.446442  81657  6.17
250.213920  12.395043  81659  6.08
250.235039  -8.309628  81663  6.47
250.252424  24.858705  81670  6.07
250.298101  -1.000312  81687  6.25
250.319724   1.245444  81691  6.40
250.400744 -24.467962  81728  6.07
250.615884  49.936441  81800  6.48
250.621210 -37.079353  81803  6.47
250.701743 -62.553931  81823  6.23
250.743581  55.690119  81840  6.18
250.764858 -46.070293  81847  6.22
250.842238 -67.432386  81873  6.02
250.911347 -32.105945  81891  6.46
250.940331 -41.119204  81903  6.21
250.948319 -38.156346  81904  6.05
250.965365  34.038803  81911  6.02
250.975324 -41.113344  81914  6.14
251.299146  43.217169  82012  6.07
251.373644   1.020161  82037  6.02
251.526553 -46.531996  82091  6.47
251.790639   2.064526  82162  6.07
252.037010  13.590296  82241  6.38
252.112395 -14.909421  82259  6.03
252.365292 -15.667970  82339  6.18
252.419023  43.430437  82355  6.18
252.592713  -2.654356  82405  6.32
252.650337 -50.044946  82418  6.45
252.650393  41.896500  82419  6.29
252.679792  32.553668  82426  6.16
252.750139 -37.514512  82453  6.10
252.974513 -65.375457  82517  6.12
253.073759 -67.681633  82539  6.33
253.080198 -41.854514  82543  6.36
253.114233 -40.723153  82554  6.35
253.495224 -41.994327  82669  6.28
253.541927 -41.825040  82691  6.07
253.544190  -1.612304  82693  6.25
253.631476 -49.710800  82723  6.49
253.649833 -30.587341  82731  6.34
253.759009  25.730681  82780  6.06
253.763874 -42.090831  82783  6.30
253.816630  13.619910  82798  6.35
253.990634 -33.506874  82855  6.29
254.007683 -16.806263  82861  6.33
254.036836 -50.674790  82868  6.30
254.069732  73.127867  82880  6.29
254.105283  65.039124  82898  6.40
254.149909 -40.823453  82911  6.18
254.254373 -71.111644  82944  6.46
254.266585 -19.539856  82951  6.27
254.358336 -10.963373  82979  6.15
254.379359  25.352841  82987  6.27
254.383499  13.884113  82989  6.38
254.426280  24.381260  83007  6.35
254.459072  42.512451  83013  6.36
254.673171 -14.869671  83090  6.48
254.717756 -37.620508  83100  6.05
254.760724  69.186249  83114  6.41
254.839639  56.688594  83138  6.04
255.059358 -44.988549  83202  6.50
255.243823 -86.364297  83255  6.05
255.279268 -56.555077  83269  6.40
255.320517  60.648754  83289  6.16
255.387714  14.949717  83308  6.27
255.417138  75.297497  83317  6.17
255.443132 -51.131026  83321  6.43
255.447448 -58.958245  83323  6.26
255.463560 -18.885538  83331  6.28
255.495731   8.450669  83342  6.33
255.565617  64.600739  83359  6.11
255.571292  31.884120  83365  6.41
255.875896  35.414049  83462  6.19
255.923680 -47.160571  83481  6.07
255.969414  19.690513  83493  6.35
255.973240  34.790222  83494  6.08
255.986552 -37.844143  83499  6.48
255.991844  13.567420  83504  6.06
256.140383 -68.278694  83556  6.47
256.172276  19.599105  83565  6.19
256.188858 -20.494703  83567  6.29
256.207377  48.803958  83575  6.11
256.270596  43.812239  83593  6.45
256.272368 -45.502127  83594  6.28
256.451977 -44.105042  83650  6.18
256.540192   9.733868  83677  6.38
256.549174 -21.564583  83684  6.29
256.554371  10.453878  83688  6.38
256.618206 -35.451046  83706  6.15
256.720662  -1.656186  83738  6.34
256.721771 -26.513022  83740  6.26
256.944497  40.516054  83816  6.34
257.002892  31.206190  83834  6.44
257.056875  -1.079476  83853  6.06
257.071145  50.842272  83857  6.46
257.227164  -3.882991  83906  6.35
257.526148 -61.675456  83984  6.37
257.627631  52.408769  84021  6.30
257.763181  24.237694  84054  6.20
257.917804  49.746357  84108  6.12
257.938498   7.894762  84113  6.34
258.069022 -38.822535  84151  6.30
258.083059 -70.721082  84158  6.21
258.104425 -27.762124  84175  6.12
258.555873 -56.888526  84311  6.08
258.615226 -39.766650  84332  6.42
258.963962 -30.210731  84445  6.20
259.055678 -26.546147  84478  6.33
259.059419   2.186202  84479  6.17
259.090008 -35.750298  84489  6.09
259.122498  60.670615  84496  6.32
259.148528 -74.533008  84510  6.24
259.178116  -6.244975  84524  6.08
259.235253  89.037708  84535  6.31
259.273088 -44.778596  84556  6.46
259.399393  23.090627  84599  6.25
259.580301 -16.311877  84649  6.28
259.585459 -32.553107  84650  6.36
259.715448 -62.874577  84700  6.50
259.877148 -50.063762  84759  6.27
259.943765   2.139539  84780  6.43
259.972293 -17.756543  84792  6.03
259.998142  -5.917509  84801  6.31
260.140735  48.188791  84855  6.36
260.142958 -19.333746  84856  6.50
260.219293 -10.696410  84883  6.46
260.380164  28.758101  84934  6.37
260.389343  16.731229  84938  6.35
260.423170 -24.906103  84947  6.36
260.658198 -35.910699  85019  6.42
260.663404 -37.804637  85020  6.33
260.713702  -2.388176  85042  6.28
261.009390  38.582782  85149  6.48
261.112980  36.951929  85181  6.25
261.140833  15.606048  85187  6.34
261.154331 -18.445762  85195  6.34
261.250411  67.306705  85235  6.44
261.261112 -34.696056  85237  6.14
261.276000 -24.243683  85242  6.17
261.350230  52.790684  85268  6.46
261.476520  16.917578  85302  6.09
261.491151  -1.651777  85307  6.44
261.503617  26.878734  85313  6.38
261.520154  58.651895  85317  6.49
261.579207   7.595650  85333  6.01
261.730406 -25.943462  85391  6.42
261.734834 -51.948819  85393  6.17
261.758951 -12.512488  85397  6.20
261.791174 -15.853360  85405  6.48
261.933654   8.442039  85450  6.42
262.009740  -8.208374  85474  6.37
262.032773 -63.036240  85480  6.22
262.253591 -43.973919  85549  6.30
262.356727 -38.516920  85589  6.38
262.447282  -5.919479  85622  6.36
262.594391  11.924015  85666  6.47
262.667538  38.882202  85688  6.43
262.681557  57.876824  85692  6.22
262.934889 -26.269709  85783  6.05
262.947330 -33.703158  85786  6.43
262.954578 -46.036783  85788  6.04
263.062003  11.930047  85826  6.42
263.102612 -34.279405  85839  6.16
263.381703  57.558721  85923  6.15
263.428249  14.841598  85934  6.36
263.570256 -48.526788  85975  6.32
263.827080 -22.043822  86060  6.47
263.832939 -53.352928  86064  6.09
263.895822 -59.846115  86088  6.26
263.926543  37.301594  86096  6.13
263.929451 -37.439878  86098  6.48
263.998202  20.996242  86118  6.11
264.033757  28.185091  86130  6.40
264.089250  27.566639  86153  6.37
264.153109  30.785179  86178  6.04
264.166423  69.570730  86184  6.33
264.362160 -38.066364  86246  6.26
264.535174 -42.880275  86311  6.09
264.686867 -21.912658  86352  6.19
264.741064  13.329262  86373  6.12
264.785437   2.028050  86391  6.25
264.989659  31.202470  86462  6.05
265.049761  -2.152301  86476  6.08
265.156500  43.470666  86501  6.36
265.171613  31.287478  86506  6.30
265.185427 -67.854172  86510  6.48
265.243942 -32.214464  86527  6.01
265.272857  24.513254  86537  6.37
265.295801  15.178376  86546  6.34
265.515082 -50.510703  86628  6.28
265.773109  44.084320  86713  6.38
265.778594 -33.051289  86716  6.44
265.823785 -27.883981  86725  6.40
265.841759  14.295168  86732  6.22
265.945919  -7.079608  86768  6.30
265.951706 -13.508699  86769  6.36
266.071860  14.410067  86809  6.18
266.142053   2.579441  86831  6.16
266.417644  31.504678  86925  6.22
266.780386 -38.112164  87042  6.41
266.783475  47.612239  87045  6.47
266.940004 -22.477791  87099  6.18
267.084343   3.804215  87150  6.22
267.115984 -26.974945  87163  6.31
267.158592 -55.401743  87174  6.09
267.199472  19.255017  87192  6.13
267.329348   1.961414  87224  6.44
267.470892 -61.714704  87264  6.41
267.542126  78.306539  87293  6.25
267.681683  11.946548  87335  6.19
267.701595  22.316330  87341  6.14
267.796026 -53.130269  87379  6.09
267.935668 -45.600706  87404  6.09
267.993586  15.326372  87427  6.43
267.997692  -1.236806  87428  6.33
268.003789  46.643574  87434  6.37
268.019668  39.982089  87445  6.01
268.161264  -6.143577  87495  6.18
268.205098 -34.114833  87516  6.05
268.219098 -41.996522  87523  6.19
268.240020 -35.624314  87532  6.03
268.264745 -10.899562  87540  6.17
268.325774 -65.488601  87564  6.48
268.331583 -34.730812  87567  6.14
268.492235 -34.831053  87624  6.41
268.559030  11.130558  87655  6.24
268.611322  75.171308  87670  6.39
268.613009 -34.466722  87671  6.10
268.725181 -24.887095  87706  6.18
268.783463 -36.475645  87722  6.05
268.848562  55.971394  87744  6.09
268.979040 -18.802154  87782  6.48
269.101235 -65.721739  87822  6.36
269.202197  45.350851  87850  6.22
269.232937 -40.305643  87865  6.46
269.233234   6.487730  87866  6.28
269.309691  23.995889  87895  6.32
269.362434  11.044543  87910  6.33
269.423688 -76.177949  87926  6.08
269.428064 -56.896252  87928  6.26
269.490797 -39.136523  87948  6.28
269.676342  36.287797  88020  6.03
269.717943  45.476220  88030  6.48
270.000338 -20.339549  88125  6.22
270.014787  80.000841  88127  6.11
270.065306   0.629483  88148  6.36
270.115239  19.505786  88172  6.42
270.151561  33.213682  88190  6.01
270.220246   6.268295  88213  6.36
270.238631  15.093550  88217  6.28
270.346339 -17.156868  88258  6.27
270.392408 -85.214828  88274  6.45
270.399598  33.311266  88277  6.18
270.451243 -36.377864  88294  6.30
270.625639  22.923230  88346  6.22
270.787053  48.464269  88415  6.26
270.810678  19.613157  88429  6.41
271.155655   1.918992  88522  6.14
271.167537  23.941999  88528  6.34
271.253328  41.946290  88565  6.38
271.361898 -81.486568  88599  6.37
271.375570  21.646624  88604  6.18
271.530950  -0.446128  88671  6.32
271.538400 -51.743905  88675  6.46
271.722821  50.822823  88732  6.31
271.776229  49.710441  88754  6.32
271.797304 -21.443938  88760  6.22
271.951514 -64.550177  88815  6.40
272.125451 -45.767015  88859  6.13
272.140566  14.284716  88862  6.34
272.160775 -21.449562  88876  6.42
272.292632  30.469531  88929  6.36
272.405902  38.457777  88972  6.38
272.430750 -13.934435  88981  6.38
272.489842 -59.040182  89006  6.38
272.499846 -32.719636  89010  6.39
272.536365  16.476590  89023  6.09
272.730613 -33.800070  89086  6.13
272.768354 -47.513121  89096  6.07
272.779809  60.409532  89104  6.50
272.811603 -19.841958  89114  6.33
273.177563  41.146840  89246  6.36
273.270078  38.773493  89279  6.04
273.319027  21.880332  89298  6.14
273.467586   2.393465  89347  6.43
273.568005 -63.689682  89370  6.47
273.878183 -18.661577  89470  6.05
273.885265  45.209318  89474  6.30
273.991376  -3.617992  89512  6.35
274.023215   2.377517  89527  6.10
274.253830 -51.068271  89597  6.06
274.278391  40.936727  89604  6.12
274.348969 -28.288975  89620  6.36
274.350360 -28.652065  89622  6.18
274.350672  -9.758578  89623  6.29
274.401022 -34.107258  89637  6.03
274.503989 -68.229257  89674  6.32
274.512261  13.777038  89677  6.29
274.532139  18.131691  89684  6.24
274.532207  23.296907  89683  6.45
274.667322 -42.288399  89726  6.30
274.917208 -63.886562  89805  6.17
274.966957  29.666392  89827  6.01
274.983590  51.347823  89835  6.30
275.229949 -37.487648  89920  6.46
275.279781  49.725466  89943  6.39
275.368337   5.435726  89977  6.14
275.380696 -24.915276  89980  6.19
275.500573 -28.429962  90012  6.15
275.758790 -10.218983  90083  6.32
275.762207  16.688000  90086  6.22
