%  RA(deg)   DEC(deg)    HIPNum  Mag
154.407509  -8.068914  50414  5.25
155.872067 -38.009839  50888  5.34
157.219066 -64.172278  51313  5.27
157.369593  -2.739078  51362  5.19
157.572832  -0.637026  51437  5.08
157.769433  82.558588  51502  5.25
158.049057  14.137270  51585  5.43
158.236917 -47.003353  51635  5.02
158.503685 -23.745165  51718  5.08
158.700061   6.953749  51775  5.07
158.790387  57.082637  51814  5.16
158.803545 -39.562589  51821  5.50
159.085493 -59.564392  51912  5.08
159.362783 -58.733339  52004  5.47
160.485632  65.716280  52353  5.12
160.669027 -59.215759  52405  5.36
160.766833  69.076214  52425  5.01
160.853983  23.188405  52457  5.08
160.887047  46.203877  52469  5.18
161.317974 -80.469597  52595  5.46
161.466225  30.682313  52638  5.36
161.568988 -64.514559  52678  5.33
161.602271  18.891523  52686  5.50
161.605323  14.194645  52689  5.49
161.623284 -64.263242  52701  5.23
161.716896 -17.296874  52737  5.44
161.739467 -56.757192  52742  5.14
162.314292  10.545202  52911  5.32
163.128522 -57.240406  53154  5.26
163.373049 -20.138731  53252  5.23
163.393548  54.585128  53261  5.12
163.432134  -2.129205  53273  5.45
163.934935  33.506929  53426  5.02
164.866557  40.430257  53721  5.03
165.061268  45.526277  53781  5.47
165.210080  39.212092  53838  5.06
166.225808 -35.804678  54173  5.43
166.819546 -42.638681  54360  5.15
167.141660 -61.947175  54461  5.11
167.183331 -28.080671  54477  5.43
168.137738 -49.100996  54746  5.37
168.188365 -64.169770  54767  5.22
168.439800  -0.069502  54849  5.40
168.966249  13.307578  55016  5.31
169.322501   2.010556  55137  5.18
170.839168 -64.954714  55597  5.09
170.841183 -18.779973  55598  5.08
171.009696   1.407765  55650  5.39
171.372722 -36.063062  55756  5.21
171.429776 -63.972475  55779  5.18
171.647574 -61.115167  55831  5.22
172.146166 -42.674203  56000  5.14
172.267175  39.336974  56034  5.30
172.941952 -59.442061  56243  5.07
172.953333 -59.515648  56250  5.12
173.086416  61.082520  56290  5.46
173.225544 -31.087226  56332  5.13
173.404998 -40.586637  56391  5.39
173.736878 -49.136490  56497  5.50
173.981605 -47.641643  56573  5.26
174.011651  69.322953  56583  5.19
174.252186 -61.283442  56656  5.14
174.391628 -47.747309  56700  5.46
174.530397 -61.826563  56754  5.15
174.615032   8.134299  56779  5.24
174.666736 -13.201943  56802  5.48
174.873304 -65.397766  56862  5.01
175.196114  21.352730  56975  5.26
175.262564  34.201635  56997  5.31
175.433119 -32.499404  57047  5.20
175.618173  66.744906  57111  5.32
176.433203 -45.690134  57371  5.28
176.731760  55.628190  57477  5.27
176.829755 -57.696499  57512  5.42
176.978752   8.245895  57562  5.31
177.187844 -26.749777  57613  5.10
178.677248 -25.713887  58082  5.26
179.003973 -17.150829  58188  5.17
179.563435 -56.317310  58379  5.44
179.987135   3.655197  58510  5.36
180.213165 -19.658982  58587  5.28
180.528280  43.045600  58684  5.22
180.914877 -42.434057  58803  5.15
181.162021 -68.328912  58884  5.34
181.193624 -76.519061  58905  5.04
181.957812 -75.367019  59151  5.17
182.061302 -48.692487  59184  5.34
182.765998 -23.602423  59394  5.45
183.049758  77.616241  59504  5.14
183.511240 -45.723919  59654  5.31
184.000776  14.899071  59819  5.09
184.708263  75.160561  60044  5.47
184.748986 -55.143002  60059  5.01
184.952960  48.984148  60122  5.28
185.140173 -22.215901  60189  5.20
185.232136 -13.565724  60221  5.14
185.530579 -67.522105  60320  5.15
185.705963 -57.676132  60379  5.38
185.897583 -35.412677  60449  5.32
186.077176  26.098606  60514  5.17
186.462244  39.018616  60646  5.01
186.870247 -58.991756  60781  5.38
187.093601 -39.041172  60855  5.45
187.227936  25.912852  60904  5.29
187.362676  24.108925  60941  5.47
187.488853  58.405742  60978  5.37
187.527740  69.201124  60998  5.01
187.752335  24.567168  61071  5.47
187.918041 -59.423922  61136  5.49
188.412164  33.247584  61309  5.42
188.444786  -9.452077  61318  5.48
188.782332  18.377058  61418  5.03
188.939715 -41.021945  61468  5.12
189.426161 -27.138888  61621  5.41
189.780455  21.062559  61724  5.49
190.316470 -13.013901  61910  5.17
190.709440 -63.058624  62027  5.27
191.002211 -28.323957  62131  5.46
191.282612  45.440256  62223  5.42
191.404408   7.673326  62267  5.22
191.661504  16.577691  62356  5.12
191.893099  66.790304  62423  5.43
192.306906  83.412901  62572  5.38
193.653694 -57.168670  63005  5.08
193.745045 -85.123369  63031  5.45
193.830964 -42.915732  63066  5.46
193.868953  65.438474  63076  5.23
193.988060 -56.835806  63117  5.34
194.268138 -51.198752  63210  5.17
194.979461  66.597272  63432  5.37
196.435150  35.798899  63901  5.20
196.974218 -10.740408  64078  5.15
197.029798 -65.306023  64094  5.44
197.846732 -43.368553  64348  5.24
198.014763 -16.198602  64407  5.04
198.545396 -19.930947  64577  5.31
198.994881 -19.943103  64725  5.21
199.193815   9.424157  64792  5.19
199.221395 -31.506196  64803  5.10
199.315118  13.675751  64823  5.33
199.560460  49.682062  64906  5.14
200.157604 -52.747825  65112  5.47
200.754644 -17.735274  65301  5.36
201.279659 -74.887818  65468  5.04
201.308028 -64.485144  65479  5.32
201.532361 -39.755107  65535  5.11
201.679865 -12.707664  65581  5.27
202.112863  59.945787  65728  5.40
202.355225 -51.165134  65810  5.04
203.241971 -10.165000  66098  5.21
204.295785  71.242252  66435  5.50
204.876867  52.921208  66634  5.46
205.403236  -8.702984  66803  5.03
205.504530 -58.787078  66849  5.38
205.765468   3.537903  66936  5.35
206.484664 -12.426528  67172  5.50
206.734799 -36.251933  67244  5.15
206.855799 -17.859839  67288  5.41
206.910586 -50.320682  67304  5.46
208.020258 -52.811530  67703  5.26
208.675612  -1.503125  67929  5.16
209.142421  27.492082  68103  5.02
209.629775 -24.972249  68269  5.20
210.594923 -27.429773  68581  5.47
211.678431  -9.313515  68940  5.46
211.982317  43.854452  69038  5.13
212.072094  49.458167  69068  5.26
213.016709  69.432548  69373  5.18
213.191768 -27.261186  69415  5.07
213.711872  10.100610  69612  5.29
213.738076 -57.086126  69618  5.03
214.817835  13.004299  69989  5.41
214.885332  -2.265518  70012  5.14
214.964598 -61.272972  70035  5.22
215.596500 -80.108945  70248  5.06
216.047269   5.820131  70400  5.10
216.202610 -24.806310  70469  5.34
216.614018  19.226900  70602  5.40
217.173844  -6.900536  70794  5.42
217.587280 -49.519018  70931  5.38
219.333971 -46.133439  71500  5.39
219.709274  44.404500  71618  5.39
221.322236 -62.875648  72131  5.36
221.500333 -25.443181  72197  5.15
221.755389 -52.383518  72290  5.22
221.936688 -26.087500  72357  5.23
222.329381 -14.149022  72489  5.32
222.623528  37.272047  72582  5.47
222.671588 -15.997237  72603  5.15
222.860153  59.293985  72664  5.48
223.212807 -37.803160  72800  5.02
223.583872 -24.642202  72929  5.27
223.894002 -60.114164  73036  5.18
223.936284 -33.855785  73049  5.32
224.071882 -52.809548  73095  5.38
224.183277 -62.781016  73129  5.08
224.192133 -11.409701  73133  5.48
224.470767 -76.662655  73223  5.37
225.746983 -32.643294  73624  5.45
226.200777 -64.031350  73776  5.16
226.329858 -41.067236  73826  5.13
226.569652  54.556318  73909  5.24
226.656651 -16.256818  73945  5.19
227.816585 -55.346032  74305  5.45
228.621493  29.164295  74596  5.28
228.659746  67.346722  74605  5.15
228.797304   4.939362  74649  5.32
229.016765 -41.491155  74707  5.15
229.237066 -60.957255  74778  5.04
229.274536  71.823901  74793  5.02
229.704763 -60.496334  74941  5.43
229.828324   1.765408  74975  5.04
230.258317   0.715337  75119  5.35
230.452397  32.933695  75178  5.38
231.187538 -39.710269  75439  5.36
231.447486  15.428036  75530  5.16
231.572433  34.335996  75572  5.46
231.825539 -36.767560  75647  5.46
232.159321   1.842081  75761  5.15
232.351121 -46.732704  75828  5.26
232.732331  40.833047  75973  5.04
232.878423 -73.389591  76013  5.40
233.152922 -19.670460  76106  5.50
233.241407  -1.186399  76133  5.50
233.610473  -9.183416  76243  5.16
233.655502 -28.046983  76259  5.13
233.812161  39.010067  76307  5.14
234.050416 -44.396823  76397  5.44
234.123248  10.010176  76425  5.26
234.456655  40.353433  76534  5.25
234.706134 -52.372695  76618  5.43
234.727331 -19.301892  76628  5.36
235.447564  12.847528  76866  5.34
235.659647 -37.424936  76939  5.23
235.711499  52.360903  76957  5.48
236.018331 -15.672834  77060  5.41
236.523488  -1.804193  77227  5.39
236.666689  62.599557  77277  5.19
237.573112   2.196509  77578  5.21
237.814972  -3.090497  77660  5.09
238.333577 -20.167040  77811  5.04
238.474644 -24.533157  77858  5.38
238.482766 -23.978094  77859  5.41
238.644216  20.310968  77902  5.45
238.657710  43.138567  77907  5.35
238.873330 -68.603001  77982  5.11
238.948279  37.946958  78012  5.43
239.222909 -33.966134  78105  5.14
239.645279 -24.831488  78246  5.43
240.081631 -16.533351  78400  5.47
240.261090  33.303509  78459  5.39
240.309657  17.818397  78481  5.10
241.581986  67.810134  78893  5.44
242.031608 -26.326679  79050  5.35
242.460492  -3.466729  79195  5.39
242.469122 -33.545805  79199  5.50
242.706355  75.877563  79280  5.48
242.758624 -29.416220  79302  5.09
243.030481  -8.547576  79387  5.43
243.314289   5.021086  79488  5.46
243.462104 -11.837747  79540  5.24
243.670223  33.858613  79607  5.23
243.813815 -47.372021  79653  5.13
243.905293  -8.369442  79672  5.49
244.180326 -53.811109  79754  5.45
244.313944  59.755023  79804  5.37
244.823524 -42.673965  79963  5.44
244.979761  39.708584  80008  5.48
245.111912 -78.667496  80057  5.27
245.452963  69.109391  80161  5.26
245.589272  33.799052  80197  5.20
245.616646 -49.572354  80208  5.32
245.621744  33.703478  80214  5.40
246.005374 -39.192980  80337  5.37
246.132313 -37.566044  80390  5.42
246.165720 -29.704663  80399  5.40
246.931068  -7.597929  80620  5.24
246.988935 -64.057942  80645  5.28
247.141589   0.665002  80693  5.41
247.426365 -46.243229  80782  5.35
247.639785  20.479188  80843  5.24
247.705665 -61.633503  80874  5.19
247.924036 -41.817145  80945  5.31
248.580584 -70.988097  81141  5.50
248.936744 -65.495399  81252  5.50
249.057167  52.924422  81292  5.07
249.094010 -42.858861  81305  5.46
249.501940  56.015540  81437  5.28
251.457880   8.582616  82073  5.15
251.666630 -67.109691  82129  5.10
251.699826 -39.376962  82135  5.48
251.943410   5.246746  82216  5.22
252.580755   7.247683  82402  5.48
252.890511 -41.230534  82493  5.23
252.938592  24.656433  82504  5.03
253.241908  31.701674  82587  5.34
253.507653 -41.806389  82676  5.46
253.648724  -6.153982  82730  5.23
253.729877  20.958488  82764  5.39
253.842364  18.433213  82802  5.35
254.296567 -33.259492  82960  5.48
255.401504  33.568270  83313  5.27
255.469344 -32.143519  83336  5.03
255.786294 -53.237028  83431  5.27
257.008598  35.935174  83838  5.41
257.388533  40.777033  83947  5.07
257.449793 -10.523301  83962  5.43
257.676347 -44.557719  84033  5.06
258.115872  10.585168  84177  5.32
259.502828 -24.286902  84626  5.14
259.654127  10.864475  84671  5.03
259.765974 -46.636235  84720  5.47
260.040979  25.537603  84821  5.36
260.078630  18.057081  84833  5.01
260.164863  32.467743  84862  5.38
260.225858  24.499435  84887  5.13
260.524483 -70.123208  84979  5.39
260.816980 -47.468197  85079  5.21
260.839963 -28.142831  85084  5.30
261.054529 -44.162576  85162  5.10
261.500182 -50.633510  85312  5.19
261.716575 -45.843030  85389  5.28
262.206895   0.330625  85537  5.41
262.599157  -1.062922  85667  5.31
262.991120  68.135024  85805  5.07
263.748308  61.874554  86036  5.23
264.156891  48.585635  86182  5.35
264.522985 -54.500434  86305  5.25
266.036262 -51.834053  86796  5.12
267.204778  25.622869  87194  5.09
267.267858  50.781075  87212  5.02
267.362639  76.962881  87234  5.02
268.325116  40.007959  87563  5.17
268.796471  72.005127  87728  5.43
268.854954  26.049991  87747  5.47
269.198937  -4.081823  87847  5.44
270.596036  20.833632  88331  5.25
270.712910 -24.282468  88380  5.37
271.756413  30.562140  88745  5.05
272.009327  36.401264  88836  5.49
272.220265  20.045233  88899  5.10
272.609013 -62.002197  89042  5.47
272.667916   3.324256  89065  5.50
273.302905 -41.336111  89290  5.47
273.566253 -21.713164  89369  5.49
273.803780 -20.728270  89439  5.29
273.972708 -44.206461  89507  5.45
274.281383 -56.023352  89605  5.36
274.789736   7.259767  89772  5.41
274.794500  24.446059  89773  5.30
275.036636 -15.831697  89851  5.39
275.254251  28.869954  89935  5.12
275.386097  49.121594  89981  5.02
275.536252  23.285177  90023  5.41
275.577386 -38.656894  90037  5.09
275.704334  17.826616  90067  5.25
275.721153 -36.669556  90074  5.33
275.901868 -75.044277  90133  5.47
276.057440  39.507239  90191  5.11
276.076007 -44.110256  90200  5.24
276.725051 -48.117243  90414  5.44
276.802118   0.196108  90441  5.20
277.420749  -1.985308  90642  5.38
277.770184 -32.989114  90763  5.37
277.859568 -18.402697  90806  5.12
278.008106 -45.757382  90853  5.07
278.088879 -39.704001  90887  5.16
278.180510 -14.865662  90913  5.47
278.208158  30.554209  90923  5.47
278.472858 -24.032283  91004  5.49
278.486231  52.353517  91013  5.38
278.490693 -33.016560  91014  5.28
278.759970 -10.977206  91105  5.12
279.115968   9.122491  91217  5.38
279.155598  33.469036  91235  5.41
279.162811   6.671805  91237  5.43
279.896498 -43.185878  91494  5.42
280.658140  55.539457  91755  5.03
280.945591 -38.323441  91875  5.11
281.208075   2.060038  91975  5.02
281.238152 -39.686188  91989  5.40
281.444865  74.085553  92056  5.25
281.585869 -22.392176  92111  5.37
281.592648  75.433964  92112  5.37
281.870626  -5.705147  92202  5.38
281.935910 -40.406167  92226  5.20
282.210376 -43.680047  92308  5.46
282.417109 -20.324656  92390  5.22
282.470487  32.551058  92405  5.22
283.068451  21.425142  92614  5.43
283.165178 -52.107370  92646  5.18
283.679641 -15.603036  92814  5.08
283.696400 -87.605844  92824  5.29
283.717405  41.602723  92831  5.46
284.070630 -42.710676  92953  5.35
284.168738 -37.343241  92989  5.36
284.256710  32.901274  93017  5.20
284.335320 -20.656346  93057  5.02
284.561447  17.360912  93124  5.33
284.651867 -60.200550  93163  5.14
284.773919  13.622245  93203  5.27
284.939518  26.230405  93256  5.26
285.056989  50.533466  93299  5.39
285.727077  -3.698987  93526  5.40
286.104405 -31.047079  93667  5.49
286.229856  53.396654  93713  5.40
286.240299  -4.031420  93717  5.40
286.583141 -52.340910  93815  5.17
286.744180  11.071229  93867  5.07
286.825538  36.100157  93903  5.25
286.856586  32.501738  93917  5.20
287.249634   6.073207  94068  5.23
287.291159  76.560502  94083  5.11
287.470284 -68.424448  94150  5.31
287.919051  56.859213  94302  5.13
288.169630  -7.939518  94385  5.35
288.427929   2.293707  94477  5.14
289.090593 -45.466033  94712  5.38
289.431818  23.025540  94827  5.46
289.454161  11.595422  94834  5.28
289.635398   1.085129  94885  5.10
290.148694  -0.892161  95073  5.46
290.712016  26.262403  95260  5.22
290.713359 -54.423931  95261  5.03
291.242501  11.944416  95447  5.17
291.318714 -24.508575  95477  5.02
291.369181  19.798365  95498  5.14
291.373583 -23.962457  95503  5.45
291.538029  36.317896  95556  5.17
292.467445 -26.985615  95865  5.46
292.665989  -2.788887  95937  5.03
292.689148  27.965277  95951  5.12
293.671914  42.412509  96288  5.34
293.712203  29.462954  96302  5.39
293.780239 -10.560444  96327  5.12
294.158238  44.694936  96459  5.17
294.393391 -14.301801  96536  5.46
294.447157  -4.647640  96556  5.45
294.798506   5.397773  96665  5.18
294.860356  42.818278  96693  5.41
295.180765 -16.293268  96808  5.30
295.209098  45.524942  96825  5.06
295.629724 -16.123996  96950  5.06
295.641705  11.826583  96957  5.28
295.889709 -15.470105  97063  5.49
295.928855  25.771929  97077  5.50
297.004996 -56.362612  97421  5.33
297.244416  19.142042  97496  5.01
297.355443 -72.503378  97534  5.39
297.641650  38.722419  97630  5.18
297.657182  52.988001  97635  5.03
297.686680 -59.193667  97646  5.41
297.694933 -10.763512  97650  5.38
297.756844  10.415727  97675  5.12
297.960853 -39.874367  97749  5.32
298.322406  57.523482  97870  5.14
299.059383  11.423721  98103  5.28
299.276292 -58.901352  98174  5.24
299.307783  40.367824  98194  5.46
299.487630 -15.491490  98258  5.01
299.963988 -34.697799  98421  5.30
299.979981  37.042885  98425  5.15
300.013785  17.516511  98438  5.33
300.339847  50.104695  98571  5.06
300.368939  64.820974  98583  5.22
300.468589 -66.943966  98624  5.32
300.505966  24.938043  98636  5.23
301.289557  19.991071  98920  5.09
301.386996  61.995420  98962  5.40
301.590698  35.972468  99031  5.38
301.722531  23.614425  99080  5.08
302.799742 -36.101212  99461  5.32
303.307841  -1.009339  99631  5.44
303.560538  28.694817  99738  5.19
303.875996  23.508906  99853  5.18
304.196191  24.671102  99951  5.30
304.230356  40.365075  99968  5.27
304.662791  34.982775 100122  5.14
304.848351 -19.118533 100195  5.28
305.514295  24.446099 100435  5.50
305.794557   5.342987 100541  5.30
306.830041 -18.211721 100881  5.08
307.060776  81.422709 100965  5.38
307.828401  49.220297 101243  5.44
307.876722  74.954619 101260  5.18
308.479468 -44.516048 101477  5.12
308.487678  13.027255 101483  5.39
309.454666  11.377676 101800  5.42
309.632978  24.115958 101868  5.06
309.782434  10.086203 101916  5.07
309.817991 -14.954760 101923  5.24
309.853715   0.486445 101936  5.15
310.010990 -60.548892 101983  5.11
310.012269 -18.138659 101984  5.15
310.082619 -33.431843 102014  5.47
310.487818 -66.760682 102157  5.14
310.552616  50.340030 102177  5.41
311.583599 -39.199263 102497  5.48
311.661933  16.124134 102531  5.15
311.889404  80.552262 102599  5.36
312.121425 -43.988544 102693  5.11
312.325713 -68.776521 102773  5.41
312.520546  44.059304 102843  5.06
312.875207 -51.608179 102950  5.06
313.327357  45.181673 103094  5.48
313.417441 -39.809865 103127  5.34
313.474550  33.437891 103145  5.47
313.640155  28.057621 103200  5.03
313.902875  13.721536 103294  5.19
314.225116  -9.697545 103401  5.49
314.568130  22.325908 103511  5.30
314.768652   4.293481 103569  5.30
314.771294   4.294610 103571  5.24
315.295532  46.155773 103732  5.38
315.741474 -38.631447 103882  5.32
316.179436 -77.023767 104043  5.13
316.309375 -54.727042 104085  5.17
316.602824 -32.341618 104174  5.20
316.724762  38.749415 104214  5.20
317.140102 -21.193669 104365  5.30
317.195190 -88.956499 104382  5.45
318.262787 -39.424922 104738  5.25
318.322218 -27.619333 104750  5.41
318.335456 -70.126267 104755  5.06
318.907917 -20.651696 104963  5.17
318.936844 -15.171500 104974  5.31
319.488692 -17.985138 105143  5.40
319.613272  43.945945 105186  5.04
319.842584  64.871855 105268  5.19
320.723386   6.811140 105570  5.16
321.039972 -20.851869 105665  5.38
321.047889 -12.878108 105668  5.48
321.320657  -3.556747 105767  5.48
321.715089  48.835168 105898  5.29
321.756761 -42.547930 105913  5.50
321.839025  37.116798 105942  5.30
321.916906  27.608593 105966  5.39
321.942259  66.809096 105972  5.42
322.187185 -69.505386 106044  5.47
322.362291  46.540585 106093  5.22
323.024484 -41.179310 106327  5.29
324.237400  40.413521 106711  5.04
324.439291  19.318607 106787  5.46
324.888608   2.243558 106944  5.10
325.046289  43.273840 106999  5.09
325.386914 -14.047611 107095  5.16
325.502903 -23.262858 107128  5.24
325.564381   5.680137 107151  5.30
325.766844  72.320084 107230  5.18
326.251061  -9.082428 107382  5.10
326.518185  22.948880 107472  5.29
326.933958 -30.898304 107608  5.02
327.461228  30.174215 107763  5.07
327.536249  17.285851 107788  5.34
327.727343 -82.718904 107843  5.27
328.265702  25.925140 108022  5.09
328.324049 -13.551768 108036  5.08
329.094874 -37.253655 108294  5.45
329.163099  63.625557 108317  5.11
329.812359  73.179896 108535  5.04
329.824633 -38.395096 108543  5.50
330.209270 -28.453737 108661  5.43
330.970739  63.119921 108924  5.26
331.197592  -0.906343 108991  5.29
331.252074  62.785671 109005  5.27
331.286621  62.279814 109017  5.07
331.508134  45.014348 109102  5.09
332.482090 -34.014967 109404  5.37
332.656176 -11.564940 109472  5.43
332.791221  50.823393 109521  5.38
332.877400  59.414488 109556  5.05
332.953198  56.839357 109572  5.24
333.008399  60.759095 109592  5.37
333.199270  34.604592 109654  5.34
333.294231  86.107955 109693  5.27
333.575134 -21.074566 109786  5.33
333.578131 -27.766908 109789  5.45
334.110658 -41.627225 109973  5.11
334.200186 -12.831436 110000  5.34
334.460813 -77.511553 110078  5.49
334.565063 -53.627073 110109  5.36
335.006992 -80.439747 110256  5.09
335.049652  -7.821102 110273  5.35
335.114904   5.789498 110298  5.37
335.398201 -21.598230 110391  5.12
336.153682 -72.255412 110618  5.28
336.234960 -57.797415 110649  5.31
336.503408  70.770898 110725  5.47
337.163375 -39.131792 110936  5.47
337.470744  78.824285 111056  5.45
338.673487 -20.708216 111449  5.21
338.942232  73.643188 111532  5.08
339.439088  -4.228056 111710  5.04
339.658013  56.795632 111795  5.11
339.662721  63.584472 111797  5.19
340.369379  40.225449 112031  5.25
341.022829  41.819235 112242  5.11
341.888018 -19.613375 112529  5.24
342.442981  55.902777 112731  5.43
342.595061 -80.123845 112781  5.32
342.758998 -39.156834 112832  5.43
343.100314   9.835665 112935  5.16
344.268760  48.684068 113327  5.34
344.366585  20.768832 113357  5.45
344.864396   0.962927 113521  5.43
345.021253  56.945374 113561  5.10
345.651588  42.757795 113788  5.09
345.874234 -34.749412 113860  5.12
345.887013  67.209210 113864  5.25
346.165114 -53.964905 113957  5.37
346.290782  -7.693801 113996  5.44
346.913615  46.387231 114200  5.30
347.170506   2.127883 114273  5.42
347.381071   8.677161 114347  5.05
347.506086   9.822082 114389  5.39
347.934123   8.720116 114520  5.15
349.777785 -13.458552 115126  5.20
349.874201  48.625322 115152  5.44
350.085763   5.381307 115227  5.05
350.478888  31.812465 115355  5.35
350.663221 -15.039338 115404  5.19
350.769035  12.313910 115444  5.09
352.015763 -87.482214 115836  5.50
352.822558  39.236198 116076  5.22
353.367057  22.498775 116264  5.33
354.486678  18.400667 116611  5.49
354.784717  50.471733 116709  5.35
355.158955 -32.073125 116820  5.30
355.393703 -18.027077 116889  5.36
355.615930 -15.448033 116957  5.27
355.843164  10.331536 117020  5.09
356.050330 -18.276938 117089  5.24
356.503848 -18.678340 117218  5.28
356.816649 -50.226461 117315  5.18
356.978209  67.806808 117371  5.05
356.985596  -2.761598 117375  5.49
357.209047  62.214516 117447  5.43
357.838909 -18.909163 117629  5.17
358.027032 -82.018818 117689  5.10
358.122034  19.120287 117718  5.06
358.154602  10.947320 117730  5.30
359.732414 -52.745807 118234  5.13
 0.269093 -48.809876     88  5.71
  0.333830 -50.337373    107  5.53
  0.404231  61.222801    124  5.58
  0.542313  27.082256    171  5.80
  0.623759   8.485463    194  5.70
  0.650362  66.098966    207  5.87
  1.056927  62.287664    330  5.90
  1.082475 -16.529036    343  5.78
  1.172117 -71.436891    377  5.59
  1.174922  67.166445    379  5.68
  1.275625  61.313970    418  5.80
  1.424839  13.396266    476  5.55
  1.565893  58.436733    518  5.98
  1.579898 -49.075191    522  5.70
  1.610583  64.196169    531  5.57
  1.945416 -22.508560    636  5.93
  2.014531 -33.529326    655  5.67
  2.073052  -8.824112    671  5.99
  2.260103  18.211963    729  5.57
  2.509176  11.145813    813  5.54
  2.578624  -5.248588    840  5.84
  2.678478 -12.579897    873  5.84
  3.331758 -84.993978   1074  5.78
  3.378502  41.035370   1086  5.71
  3.426020 -26.022345   1096  5.94
  3.727145  -9.569571   1191  5.77
  4.036943 -31.446394   1288  5.66
  4.237681  61.533186   1354  5.74
  4.287682  47.947405   1372  5.86
  4.659406  31.517227   1493  5.88
  5.101677  30.935614   1630  5.89
  5.189659  32.911187   1657  5.79
  5.369920 -77.426873   1706  5.96
  5.442807 -20.058024   1728  5.61
  6.065239  52.019914   1921  5.58
  6.276711  53.046786   1982  5.72
  6.350868   1.939692   2006  5.77
  6.811285 -25.547170   2159  5.99
  7.509825  -3.957332   2353  5.72
  7.583053  59.977554   2377  5.94
  7.608824 -48.214910   2383  5.67
  7.856832  33.581642   2475  5.88
  7.921490  52.839527   2497  5.59
  8.099091   6.955463   2548  5.69
  8.293311  54.894985   2611  5.93
  8.421010 -29.558278   2661  5.55
  8.615970 -52.373090   2711  5.57
  8.886806  -0.505610   2787  5.94
  8.921567 -48.000907   2802  5.51
  9.113940  60.326215   2876  5.78
  9.197135  15.231725   2903  5.89
  9.336253 -24.767267   2941  5.57
  9.840859  21.250472   3093  5.88
  9.966458 -44.796293   3137  6.00
 10.106958 -59.454604   3170  5.89
 10.176551  -4.351841   3193  5.90
 10.443322 -56.501316   3277  5.72
 10.514257  66.147592   3299  5.83
 10.674791 -60.262808   3352  5.99
 11.050414 -38.421686   3456  5.90
 11.109132  47.863984   3478  5.66
 11.237721 -42.676558   3521  5.94
 11.412824  74.988073   3572  5.64
 11.439971 -47.551985   3583  5.80
 11.756077  11.973849   3675  5.51
 11.848466   6.740956   3697  5.98
 11.930084 -18.061339   3717  5.70
 12.004444 -21.722492   3741  5.57
 12.038073  72.674482   3750  5.86
 12.072542   7.299928   3760  5.92
 12.095738   5.280615   3765  5.74
 12.308117 -24.136672   3834  5.90
 12.356732 -13.561274   3849  5.59
 12.471524  27.710286   3885  5.55
 13.407808 -62.871352   4200  5.73
 13.646778  19.188417   4267  5.80
 13.721223  83.707436   4283  5.59
 13.926667  -7.347149   4346  5.88
 14.195722  60.362836   4440  5.56
 14.559246  33.950885   4552  5.99
 14.629426  66.351793   4572  5.97
 14.682782 -11.379975   4587  5.62
 15.014830  44.713243   4675  5.69
 15.326149 -38.916527   4770  5.59
 15.726095  41.345157   4903  5.95
 15.904190  61.074823   4962  5.92
 16.009956  52.502161   4998  5.99
 16.081046  61.580184   5021  5.83
 16.272315  14.946133   5081  5.64
 16.423799  21.465442   5132  5.55
 16.521452  -9.839354   5164  5.58
 16.942536  -9.785550   5296  5.71
 16.988180  20.739113   5310  5.56
 17.092493   5.649819   5346  5.51
 17.139445  58.263449   5361  5.77
 17.455008  19.658408   5454  5.57
 17.578085  42.081475   5493  5.67
 17.581047  25.457763   5494  5.81
 17.639801   2.445670   5510  5.97
 17.792823  37.724121   5550  5.80
 17.856548  64.202677   5566  5.56
 17.922507  65.018854   5589  5.57
 17.931287  -2.251079   5594  5.93
 18.070089  79.673963   5626  5.60
 18.189304 -37.856479   5661  5.95
 18.531790  16.133479   5778  5.97
 18.704883  -0.973795   5833  5.70
 19.049578  71.743843   5926  5.87
 19.951230  -0.509029   6226  5.87
 20.853954  20.468967   6492  5.97
 20.878990 -30.945617   6502  5.84
 20.919234  37.714943   6514  5.60
 21.085430  -6.914656   6564  5.92
 21.272111 -64.369478   6631  5.92
 21.577858  43.457739   6711  5.98
 21.714855 -13.056512   6748  5.51
 22.595438 -26.207851   7016  5.92
 22.807317  70.264604   7078  5.82
 22.930202 -30.283081   7118  5.79
 23.357133  58.327334   7251  5.69
 23.428488  -7.025341   7276  5.75
 23.569194  37.237146   7321  5.90
 23.657412 -15.676359   7345  5.62
 23.704441  18.460512   7359  5.90
 23.978152  17.433841   7447  5.95
 24.035457 -29.907317   7463  5.69
 24.274653  12.141535   7535  5.54
 24.366674 -84.769593   7568  5.66
 24.481514 -82.974995   7601  5.88
 24.531529  57.977631   7617  5.55
 24.614519 -36.528251   7643  5.94
 24.715787 -21.275384   7679  5.58
 24.920075  16.405858   7740  5.98
 24.948096 -56.196400   7751  5.76
 25.165206  43.297687   7825  5.63
 25.413486  30.047120   7906  5.97
 25.436808 -11.324669   7916  5.75
 25.449865 -60.789340   7921  5.70
 25.512474 -36.832305   7941  5.70
 25.514543  35.245707   7943  5.63
 25.585530  68.043021   7965  5.57
 25.622149 -53.740834   7978  5.52
 25.832307  60.551333   8046  5.78
 26.936811  63.852501   8362  5.63
 27.045570  16.955551   8387  5.86
 27.108410   3.685447   8404  5.91
 27.162186  37.952870   8423  5.94
 27.173180  32.690210   8433  5.78
